Code,Yahoo ticker,Name,Full name,Industry code,Issued shares,Market,Industry,Asset type,Fund type,Detailed industry,Investment theme,Supply-chain role
009812,009812.TW,野村日本東證,野村日本東證ETF證券投資信託基金,ETF,93882000,上市,海外股票 ETF,ETF,連結式證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009813,009813.TW,貝萊德標普卓越50,貝萊德iShares 安碩標普500卓越50 ETF 證券投資信託基金,ETF,332324000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009817,009817.TW,國泰大和日本不動產收息ETF基金,國泰大和日本不動產收息ETF證券投資信託基金,ETF,223936000,上市,海外股票 ETF,ETF,連結式證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009818,009818.TW,華南永昌NASDAQxT,華南永昌NASDAQ 100科技ETF證券投資信託基金,ETF,46152000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009819,009819.TW,中信數據及電力,中國信託美國數據中心及電力ETF證券投資信託基金,ETF,585245000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00981T,00981T.TW,平衡凱基雙核收息,凱基雙核收息債股平衡ETF證券投資信託基金,ETF,245761000,上市,海外股票 ETF,ETF,國外成分證券平衡型指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009820,009820.TW,元大納斯達克精選,元大納斯達克100增強成長精選ETF證券投資信託基金,ETF,1156202000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009821,009821.TW,野村稀土關鍵資源,野村全球稀土與關鍵資源ETF證券投資信託基金,ETF,540840000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009824,009824.TW,群益美國科技巨頭ETF基金,群益美國科技巨頭ETF證券投資信託基金,ETF,559347000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009826,009826.TW,貝萊德世界股票,貝萊德iShares安碩世界股票ETF證券投資信託基金,ETF,670304000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
009829,009829.TW,大華韓國KOSPI 50,大華銀韓國KOSPI 50 ETF 證券投資信託基金,ETF,309870000,上市,海外股票 ETF,ETF,國外成分證券指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00982T,00982T.TW,平衡兆豐台美動能,兆豐台美動能股債平衡ETF證券投資信託基金,ETF,17097000,上市,海外股票 ETF,ETF,國外成分證券平衡型指數股票型基金,海外股票 ETF,海外股票 ETF,ETF 投資工具
00411A,00411A.TWO,主動統一前沿科技,主動統一前沿科技,ETF,701076000,上櫃,主動式 ETF,ETF,,主動式 ETF,主動式 ETF,ETF 投資工具
00980D,00980D.TWO,主動聯博投等入息,主動聯博投等入息,ETF,101957000,上櫃,主動式 ETF,ETF,,主動式 ETF,主動式 ETF,ETF 投資工具
00985D,00985D.TWO,主動貝萊德優投等,主動貝萊德優投等,ETF,101232000,上櫃,主動式 ETF,ETF,,主動式 ETF,主動式 ETF,ETF 投資工具
00998A,00998A.TWO,主動復華金融股息,主動復華金融股息,ETF,225609000,上櫃,主動式 ETF,ETF,,主動式 ETF,主動式 ETF,ETF 投資工具
00679B,00679B.TWO,元大美債20年,元大美債20年,ETF,6236692000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00687B,00687B.TWO,國泰20年美債,國泰20年美債,ETF,4238380380,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00687C,00687C.TWO,國泰20年美債+櫃U,國泰20年美債+櫃U,ETF,1942268,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00694B,00694B.TWO,富邦美債1-3,富邦美債1-3,ETF,27076000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00695B,00695B.TWO,富邦美債7-10,富邦美債7-10,ETF,40186000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00696B,00696B.TWO,富邦美債20年,富邦美債20年,ETF,612681000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00697B,00697B.TWO,元大美債7-10,元大美債7-10,ETF,64212000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00719B,00719B.TWO,元大美債1-3,元大美債1-3,ETF,304014000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00720B,00720B.TWO,元大投資級公司債,元大投資級公司債,ETF,4037109000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00722B,00722B.TWO,群益投資級電信債,群益投資級電信債,ETF,1459739000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00723B,00723B.TWO,群益投資級科技債,群益投資級科技債,ETF,1520583000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00724B,00724B.TWO,群益投資級金融債,群益投資級金融債,ETF,3022775000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00725B,00725B.TWO,國泰投資級公司債,國泰投資級公司債,ETF,3687706000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00726B,00726B.TWO,國泰新興投等債,國泰新興投等債,ETF,1187489000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00727B,00727B.TWO,國泰優選非投等債,國泰優選非投等債,ETF,57189000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00734B,00734B.TWO,台新JPM新興債,台新JPM新興債,ETF,24979000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00740B,00740B.TWO,富邦全球投等債,富邦全球投等債,ETF,2187971000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00741B,00741B.TWO,富邦全球非投等債,富邦全球非投等債,ETF,13128000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00746B,00746B.TWO,富邦A級公司債,富邦A級公司債,ETF,2549964000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00749B,00749B.TWO,凱基新興債10+,凱基新興債10+,ETF,1110500000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00750B,00750B.TWO,凱基科技債10+,凱基科技債10+,ETF,148000000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00751B,00751B.TWO,元大AAA至A公司債,元大AAA至A公司債,ETF,5197603000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00754B,00754B.TWO,群益AAA-AA公司債,群益AAA-AA公司債,ETF,1277900000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00755B,00755B.TWO,群益投資級公用債,群益投資級公用債,ETF,280230000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00756B,00756B.TWO,群益投等新興公債,群益投等新興公債,ETF,1299300000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00758B,00758B.TWO,復華能源債,復華能源債,ETF,5525000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00759B,00759B.TWO,復華製藥債,復華製藥債,ETF,47525000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00760B,00760B.TWO,復華新興企業債,復華新興企業債,ETF,435020000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00761B,00761B.TWO,國泰A級公司債,國泰A級公司債,ETF,2735089000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00764B,00764B.TWO,群益25年美債,群益25年美債,ETF,1543000000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00768B,00768B.TWO,復華20年美債,復華20年美債,ETF,789600000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00772B,00772B.TWO,中信高評級公司債,中信高評級公司債,ETF,3366790000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00773B,00773B.TWO,中信優先金融債,中信優先金融債,ETF,2593790000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00777B,00777B.TWO,凱基AAA至A公司債,凱基AAA至A公司債,ETF,2076650000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00778B,00778B.TWO,凱基金融債20+,凱基金融債20+,ETF,1522150000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00779B,00779B.TWO,凱基美債25+,凱基美債25+,ETF,1297650000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00780B,00780B.TWO,國泰A級金融債,國泰A級金融債,ETF,246102000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00781B,00781B.TWO,國泰A級科技債,國泰A級科技債,ETF,8336000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00782B,00782B.TWO,國泰A級公用債,國泰A級公用債,ETF,20467000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00785B,00785B.TWO,富邦金融投等債,富邦金融投等債,ETF,1063466000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00786B,00786B.TWO,元大10年IG銀行債,元大10年IG銀行債,ETF,19566000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00787B,00787B.TWO,元大10年IG醫療債,元大10年IG醫療債,ETF,11806000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00788B,00788B.TWO,元大10年IG電能債,元大10年IG電能債,ETF,24706000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00789B,00789B.TWO,復華公司債A3,復華公司債A3,ETF,455600000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00791B,00791B.TWO,復華信用債1-5,復華信用債1-5,ETF,281100000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00792B,00792B.TWO,群益A級公司債,群益A級公司債,ETF,2317615000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00793B,00793B.TWO,群益AAA-A醫療債,群益AAA-A醫療債,ETF,2526000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00795B,00795B.TWO,中信美國公債20年,中信美國公債20年,ETF,1518098000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00799B,00799B.TWO,國泰A級醫療債,國泰A級醫療債,ETF,26036000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00834B,00834B.TWO,第一金金融債10+,第一金金融債10+,ETF,23198000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00836B,00836B.TWO,永豐10年A公司債,永豐10年A公司債,ETF,631041000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00841B,00841B.TWO,凱基AAA-AA公司債,凱基AAA-AA公司債,ETF,70440000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00842B,00842B.TWO,台新美元銀行債,台新美元銀行債,ETF,20767000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00844B,00844B.TWO,台新15年IG金融債,台新15年IG金融債,ETF,213175000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00845B,00845B.TWO,富邦新興投等債,富邦新興投等債,ETF,237051000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00846B,00846B.TWO,富邦歐洲銀行債,富邦歐洲銀行債,ETF,74350000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00847B,00847B.TWO,中信美國市政債,中信美國市政債,ETF,4305000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00848B,00848B.TWO,中信新興亞洲債,中信新興亞洲債,ETF,136066000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00849B,00849B.TWO,中信EM主權債0-5,中信EM主權債0-5,ETF,486106000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00853B,00853B.TWO,統一美債10年Aa-A,統一美債10年Aa-A,ETF,178134000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00856B,00856B.TWO,永豐1-3年美公債,永豐1-3年美公債,ETF,6792000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00857B,00857B.TWO,永豐20年美公債,永豐20年美公債,ETF,600268000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00859B,00859B.TWO,群益0-1年美債,群益0-1年美債,ETF,29011000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00860B,00860B.TWO,群益1-5Y投資級債,群益1-5Y投資級債,ETF,2671000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00862B,00862B.TWO,中信投資級公司債,中信投資級公司債,ETF,879381000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00863B,00863B.TWO,中信全球電信債,中信全球電信債,ETF,511964000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00864B,00864B.TWO,中信美國公債0-1,中信美國公債0-1,ETF,102722000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00867B,00867B.TWO,台新A-BBB電信債,台新A-BBB電信債,ETF,565150000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00870B,00870B.TWO,元大15年EM主權債,元大15年EM主權債,ETF,564151000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00884B,00884B.TWO,中信低碳新興債,中信低碳新興債,ETF,75440000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00890B,00890B.TWO,凱基ESG BBB債15+,凱基ESG BBB債15+,ETF,18264000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00931B,00931B.TWO,統一美債20年,統一美債20年,ETF,2248398000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00933B,00933B.TWO,國泰10Y+金融債,國泰10Y+金融債,ETF,6512458000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00937B,00937B.TWO,群益ESG投等債20+,群益ESG投等債20+,ETF,17147805000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00942B,00942B.TWO,台新美A公司債20+,台新美A公司債20+,ETF,2012959000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00948B,00948B.TWO,中信優息投資級債,中信優息投資級債,ETF,3990427000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00950B,00950B.TWO,凱基A級公司債,凱基A級公司債,ETF,4108309000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00957B,00957B.TWO,兆豐US優選投等債,兆豐US優選投等債,ETF,188263000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00958B,00958B.TWO,永豐ESG銀行債15+,永豐ESG銀行債15+,ETF,121771000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00959B,00959B.TWO,大華投等美債15Y+,大華投等美債15Y+,ETF,510336000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00966B,00966B.TWO,統一ESG投等債15+,統一ESG投等債15+,ETF,119732000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00967B,00967B.TWO,元大優息美債,元大優息美債,ETF,179907000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00968B,00968B.TWO,元大優息投等債,元大優息投等債,ETF,794511000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00969B,00969B.TWO,元大零息超長美債,元大零息超長美債,ETF,148133000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00970B,00970B.TWO,台新BBB投等債20+,台新BBB投等債20+,ETF,391229000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00980B,00980B.TWO,台新特選IG債10+,台新特選IG債10+,ETF,53569000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00981B,00981B.TWO,第一金優選非投債,第一金優選非投債,ETF,1496113000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00981D,00981D.TWO,主動中信非投等債,主動中信非投等債,ETF,505300000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00982B,00982B.TWO,FT投資級債20+,FT投資級債20+,ETF,25900000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00983B,00983B.TWO,大華優利美公債20,大華優利美公債20,ETF,24153000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00984B,00984B.TWO,大華優利美A債15,大華優利美A債15,ETF,124933000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00986B,00986B.TWO,FT金融債10+,FT金融債10+,ETF,21262000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00986D,00986D.TWO,主動復華金融債息,主動復華金融債息,ETF,148677000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00987B,00987B.TWO,野村10+澳洲公債,野村10+澳洲公債,ETF,72327000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00987D,00987D.TWO,主動統一美債量化,主動統一美債量化,ETF,95023000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00988B,00988B.TWO,玉山嚴選非投債,玉山嚴選非投債,ETF,157333000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00989B,00989B.TWO,台新美國非投等債,台新美國非投等債,ETF,80452000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
00990B,00990B.TWO,國泰收益非投等債,國泰收益非投等債,ETF,84350000,上櫃,債券 ETF,ETF,,債券 ETF,債券 ETF,ETF 投資工具
006201,006201.TWO,元大富櫃50,元大富櫃50,ETF,22946000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
00840B,00840B.TWO,凱基IG精選15+,凱基IG精選15+,ETF,59431000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
00888,00888.TWO,永豐台灣ESG,永豐台灣ESG,ETF,663478000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
00928,00928.TWO,中信上櫃ESG 30,中信上櫃ESG 30,ETF,43856000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
009806,009806.TWO,台新標普500,台新標普500,ETF,13661000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
009807,009807.TWO,台新標普科技精選,台新標普科技精選,ETF,14260000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
009814,009814.TWO,富邦標普500,富邦標普500,ETF,149576000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
009822,009822.TWO,華南永昌未來金融,華南永昌未來金融,ETF,89056000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
009823,009823.TWO,群益S&P500,群益S&P500,ETF,351317000,上櫃,台灣股票 ETF,ETF,,台灣股票 ETF,台灣股票 ETF,ETF 投資工具
00858,00858.TWO,永豐美國500大,永豐美國500大,ETF,117374000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
00877,00877.TWO,復華中國5G,復華中國5G,ETF,163788000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
00886,00886.TWO,永豐美國科技,永豐美國科技,ETF,4451000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
00887,00887.TWO,永豐中國科技50大,永豐中國科技50大,ETF,447351000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
00955,00955.TWO,中信日本商社,中信日本商社,ETF,508931000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
00980T,00980T.TWO,平衡凱基美國TOP,平衡凱基美國TOP,ETF,74918000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
009815,009815.TWO,大華美國MAG7+,大華美國MAG7+,ETF,434170000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
009825,009825.TWO,聯邦美國金融創新,聯邦美國金融創新,ETF,129208000,上櫃,海外股票 ETF,ETF,,海外股票 ETF,海外股票 ETF,ETF 投資工具
2323,2323.TW,中環,中環股份有限公司,26,980413495,上市,光電業,股票,,光電業,光電業,待進一步分類
2349,2349.TW,錸德,錸德科技股份有限公司,26,693679663,上市,光電業,股票,,光電業,光電業,待進一步分類
2374,2374.TW,佳能,佳能企業股份有限公司,26,337992133,上市,光電業,股票,,光電業,光電業,待進一步分類
2393,2393.TW,億光,億光電子工業股份有限公司,26,443393086,上市,光電業,股票,,光電業,光電業,待進一步分類
2406,2406.TW,國碩,國碩科技工業股份有限公司,26,350905689,上市,光電業,股票,,光電業,光電業,待進一步分類
2409,2409.TW,友達,友達光電股份有限公司,26,7547098972,上市,光電業,股票,,光電業,光電業,待進一步分類
2426,2426.TW,鼎元,鼎元光電科技股份有限公司,26,300622252,上市,光電業,股票,,光電業,光電業,待進一步分類
2429,2429.TW,銘旺科,銘旺科技股份有限公司,26,85500000,上市,光電業,股票,,光電業,光電業,待進一步分類
2438,2438.TW,翔耀,翔耀實業股份有限公司,26,71195641,上市,光電業,股票,,光電業,光電業,待進一步分類
2466,2466.TW,冠西電,冠西電子企業股份有限公司,26,173458697,上市,光電業,股票,,光電業,光電業,待進一步分類
2486,2486.TW,一詮,一詮精密工業股份有限公司,26,240482510,上市,光電業,股票,,光電業,光電業,待進一步分類
2489,2489.TW,瑞軒,瑞軒科技股份有限公司,26,610000000,上市,光電業,股票,,光電業,光電業,待進一步分類
2491,2491.TW,吉祥全,吉祥全球實業股份有限公司,26,82008000,上市,光電業,股票,,光電業,光電業,待進一步分類
3008,3008.TW,大立光,大立光電股份有限公司,26,130798197,上市,光電業,股票,,光學與光通訊,矽光子／高速光通訊,光學元件／模組
3019,3019.TW,亞光,亞洲光學股份有限公司,26,279243901,上市,光電業,股票,,光學與光通訊,矽光子／高速光通訊,光學元件／模組
3024,3024.TW,憶聲,憶聲電子股份有限公司,26,277157496,上市,光電業,股票,,光電業,光電業,待進一步分類
3031,3031.TW,佰鴻,佰鴻工業股份有限公司,26,173203224,上市,光電業,股票,,光電業,光電業,待進一步分類
3038,3038.TW,全台,全台晶像股份有限公司,26,157407603,上市,光電業,股票,,光電業,光電業,待進一步分類
3049,3049.TW,精金,精金科技股份有限公司,26,802010529,上市,光電業,股票,,光電業,光電業,待進一步分類
3050,3050.TW,鈺德,鈺德科技股份有限公司,26,154984450,上市,光電業,股票,,光電業,光電業,待進一步分類
3051,3051.TW,力特,力特光電科技股份有限公司,26,167000000,上市,光電業,股票,,光電業,光電業,待進一步分類
3059,3059.TW,華晶科,華晶科技股份有限公司,26,307668025,上市,光電業,股票,,光電業,光電業,待進一步分類
3149,3149.TW,正達,正達國際光電股份有限公司,26,226233604,上市,光電業,股票,,光電業,光電業,待進一步分類
3168,3168.TW,眾福科,眾福科技股份有限公司,26,75099649,上市,光電業,股票,,光電業,光電業,待進一步分類
3356,3356.TW,奇偶,奇偶科技股份有限公司,26,68550422,上市,光電業,股票,,光電業,光電業,待進一步分類
3406,3406.TW,玉晶光,玉晶光電股份有限公司,26,112743063,上市,光電業,股票,,光學與光通訊,矽光子／高速光通訊,光學元件／模組
3437,3437.TW,榮創,榮創能源科技股份有限公司,26,144548000,上市,光電業,股票,,光電業,光電業,待進一步分類
3481,3481.TW,群創,群創光電股份有限公司,26,7989197337,上市,光電業,股票,,光電業,光電業,待進一步分類
3504,3504.TW,揚明光,揚明光學股份有限公司,26,114059785,上市,光電業,股票,,光電業,光電業,待進一步分類
3535,3535.TW,晶彩科,晶彩科技股份有限公司,26,79052356,上市,光電業,股票,,光電業,光電業,待進一步分類
3543,3543.TW,州巧,州巧科技股份有限公司,26,110263150,上市,光電業,股票,,光電業,光電業,待進一步分類
3563,3563.TW,牧德,牧德科技股份有限公司,26,63960858,上市,光電業,股票,,光電業,光電業,待進一步分類
3576,3576.TW,聯合再生,聯合再生能源股份有限公司,26,1627795375,上市,光電業,股票,,重電與綠能,電網升級／能源轉型,重電／能源設備
3591,3591.TW,艾笛森,艾笛森光電股份有限公司,26,130386835,上市,光電業,股票,,光電業,光電業,待進一步分類
3622,3622.TW,洋華,洋華光電股份有限公司,26,151327600,上市,光電業,股票,,光電業,光電業,待進一步分類
3673,3673.TW,TPK-KY,"TPK Holding Co., Ltd.",26,406663759,上市,光電業,股票,,光電業,光電業,待進一步分類
3714,3714.TW,富采,富采控股股份有限公司,26,737940460,上市,光電業,股票,,光電業,光電業,待進一步分類
4934,4934.TW,太極,太極能源科技股份有限公司,26,225000000,上市,光電業,股票,,光電業,光電業,待進一步分類
4935,4935.TW,茂林-KY,茂林光電科技(開曼)股份有限公司,26,128864091,上市,光電業,股票,,光電業,光電業,待進一步分類
4942,4942.TW,嘉彰,嘉彰股份有限公司,26,142367613,上市,光電業,股票,,光電業,光電業,待進一步分類
4949,4949.TW,有成精密,有成精密股份有限公司,26,67703143,上市,光電業,股票,,光電業,光電業,待進一步分類
4956,4956.TW,光鋐,光鋐科技股份有限公司,26,100408236,上市,光電業,股票,,光電業,光電業,待進一步分類
4960,4960.TW,誠美材,誠美材料科技股份有限公司,26,571705388,上市,光電業,股票,,光電業,光電業,待進一步分類
4976,4976.TW,佳凌,佳凌科技股份有限公司,26,141218000,上市,光電業,股票,,光電業,光電業,待進一步分類
5234,5234.TW,達興材料,達興材料股份有限公司,26,102715911,上市,光電業,股票,,光電業,光電業,待進一步分類
5243,5243.TW,乙盛-KY,乙盛精密工業股份有限公司,26,168528915,上市,光電業,股票,,光電業,光電業,待進一步分類
5244,5244.TW,弘凱,弘凱光電股份有限公司,26,68241899,上市,光電業,股票,,光電業,光電業,待進一步分類
5484,5484.TW,慧友,慧友電子股份有限公司,26,66801000,上市,光電業,股票,,光電業,光電業,待進一步分類
6116,6116.TW,彩晶,瀚宇彩晶股份有限公司,26,2858654851,上市,光電業,股票,,光電業,光電業,待進一步分類
6120,6120.TW,達運,達運精密工業股份有限公司,26,598999602,上市,光電業,股票,,光電業,光電業,待進一步分類
6164,6164.TW,華興,華興電子工業股份有限公司,26,80000000,上市,光電業,股票,,光電業,光電業,待進一步分類
