Code,Yahoo ticker,Name,Full name,Industry code,Issued shares,Market,Industry,Asset type,Fund type,Detailed industry,Investment theme,Supply-chain role
6785,6785.TWO,昱展新藥,昱展新藥生技股份有限公司,22,66800000,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
6841,6841.TWO,長佳智能,長佳智能股份有限公司,22,95223000,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
6844,6844.TWO,諾貝兒,諾貝兒寶貝股份有限公司,22,37428440,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
6872,6872.TWO,浩宇生醫,浩宇生醫股份有限公司,22,70750511,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
6875,6875.TWO,國邑*,國邑藥品科技股份有限公司,22,129182804,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
6929,6929.TWO,佑全,佑全藥品股份有限公司,22,45090000,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
6945,6945.TWO,圓祥生技,圓祥生技股份有限公司,22,96993410,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
6986,6986.TWO,和迅,和迅生命科學股份有限公司,22,52134000,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
7713,7713.TWO,威力德生醫,威力德生醫股份有限公司,22,45478843,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
7814,7814.TWO,海昌生技,海昌生化科技股份有限公司,22,45000000,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
8279,8279.TWO,生展,生展生物科技股份有限公司,22,27100851,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
8403,8403.TWO,盛弘,盛弘醫藥股份有限公司,22,137640343,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
8409,8409.TWO,商之器,商之器科技股份有限公司,22,32000000,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
8432,8432.TWO,東生華,東生華製藥股份有限公司,22,38398140,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
8436,8436.TWO,大江,大江生醫股份有限公司,22,117728830,上櫃,生技醫療,股票,,生技醫療,生技醫療,待進一步分類
4401,4401.TWO,東隆興,東隆興業股份有限公司,04,122692012,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4402,4402.TWO,郡都開發,郡都開發股份有限公司,04,67991830,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4406,4406.TWO,新昕纖,新昕纖維股份有限公司,04,51912000,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4413,4413.TWO,飛寶企業,飛寶企業股份有限公司,04,31314689,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4417,4417.TWO,金洲,金洲海洋科技股份有限公司,04,83971399,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4420,4420.TWO,光明,光明絲織廠股份有限公司,04,40455000,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4432,4432.TWO,銘旺實,銘旺實業股份有限公司,04,50589000,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4433,4433.TWO,興采,興采實業股份有限公司,04,61299774,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
4442,4442.TWO,竣邦-KY,開曼群島商竣邦國際股份有限公司,04,32739154,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
6506,6506.TWO,雙邦,雙邦實業股份有限公司,04,82360826,上櫃,紡織纖維,股票,,紡織纖維,紡織纖維,待進一步分類
3073,3073.TWO,天方能源,天方能源科技股份有限公司,35,39511028,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
3551,3551.TWO,世禾,世禾科技股份有限公司,35,62274890,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
3713,3713.TWO,新晶投控,新晶投資控股股份有限公司,35,88099380,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
4924,4924.TWO,欣厚-KY,欣厚科技股份有限公司,35,37164409,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
5205,5205.TWO,中茂,中茂能資系統整合科技(股)公司,35,13500000,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
5432,5432.TWO,新門,新門科技股份有限公司,35,20687804,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
6624,6624.TWO,萬年清,萬年清環境工程股份有限公司,35,22579482,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
6692,6692.TWO,進能服,進金生能源服務股份有限公司,35,58843890,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
6803,6803.TWO,崑鼎,崑鼎綠能環保股份有限公司,35,72794385,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
6894,6894.TWO,衛司特,衛司特科技股份有限公司,35,23800000,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
6971,6971.TWO,惠民實業,惠民實業股份有限公司,35,38668000,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
7715,7715.TWO,裕山,裕山環境工程股份有限公司,35,32756500,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
7820,7820.TWO,立盈,立盈環保科技股份有限公司,35,37768096,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
7842,7842.TWO,天能綠電,天能綠電股份有限公司,35,18250000,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
8087,8087.TWO,麗升能源,麗升能源科技股份有限公司,35,38646042,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
8171,8171.TWO,天宇,天宇工業股份有限公司,35,112853326,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
8390,8390.TWO,金益鼎,金益鼎企業股份有限公司,35,96116128,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
8423,8423.TWO,保綠-KY,保綠資源股份有限公司,35,41714030,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
8440,8440.TWO,綠電,綠電再生股份有限公司,35,50255299,上櫃,綠能環保,股票,,綠能環保,綠能環保,待進一步分類
2641,2641.TWO,正德,正德海運股份有限公司,15,330333744,上櫃,航運業,股票,,航運業,航運業,待進一步分類
2643,2643.TWO,捷迅,捷迅股份有限公司,15,35000000,上櫃,航運業,股票,,航運業,航運業,待進一步分類
5601,5601.TWO,台聯櫃,臺聯貨櫃通運股份有限公司,15,64800000,上櫃,航運業,股票,,航運業,航運業,待進一步分類
5603,5603.TWO,陸海,陸海股份有限公司,15,104876607,上櫃,航運業,股票,,航運業,航運業,待進一步分類
5609,5609.TWO,中菲行,中菲行國際物流股份有限公司,15,142884000,上櫃,航運業,股票,,航運業,航運業,待進一步分類
7716,7716.TWO,昱臺國際,昱臺國際股份有限公司,15,22500000,上櫃,航運業,股票,,航運業,航運業,待進一步分類
1259,1259.TWO,安心,安心食品服務股份有限公司,16,32389500,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
1268,1268.TWO,漢來美食,漢來美食股份有限公司,16,42223730,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2719,2719.TWO,燦星旅,台鋼燦星國際旅行社股份有限公司,16,69182500,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2726,2726.TWO,雅茗-KY,雅茗天地股份有限公司,16,37922454,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2729,2729.TWO,瓦城,瓦城泰統股份有限公司,16,43040783,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2732,2732.TWO,六角,六角國際事業股份有限公司,16,46518570,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2734,2734.TWO,易飛網,易飛網國際旅行社股份有限公司,16,57259760,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2736,2736.TWO,富野,富野大飯店股份有限公司,16,79972230,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2740,2740.TWO,華軒,華軒地產股份有限公司,16,16762016,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2743,2743.TWO,山富,山富國際旅行社股份有限公司,16,46815210,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2745,2745.TWO,五福,五福旅行社股份有限公司,16,33808526,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2751,2751.TWO,王座,王座國際餐飲股份有限公司,16,19811250,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2752,2752.TWO,豆府,豆府股份有限公司,16,26693861,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2754,2754.TWO,亞洲藏壽司,亞洲藏壽司股份有限公司,16,46867000,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2755,2755.TWO,揚秦,揚秦國際企業股份有限公司,16,46626404,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
2756,2756.TWO,聯發國際,聯發國際餐飲事業股份有限公司,16,24597584,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
3252,3252.TWO,海灣,海灣國際開發(股)公司,16,50195754,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
3522,3522.TWO,御嵿,御嵿國際股份有限公司,16,104096209,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
4419,4419.TWO,皇家美食,皇家國際美食股份有限公司,16,169163133,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
4530,4530.TWO,天意能創,天意能創股份有限公司,16,35794959,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
4804,4804.TWO,大略-KY,大略國際控股有限公司,16,71991920,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
5301,5301.TWO,寶得利,寶得利國際股份有限公司,16,53928846,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
5364,5364.TWO,力麗店,力麗觀光開發股份有限公司,16,63849940,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
5701,5701.TWO,劍湖山,劍湖山世界股份有限公司,16,143000000,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
5703,5703.TWO,亞都麗緻,亞都麗緻大飯店股份有限公司,16,70239594,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
5704,5704.TWO,老爺知,知本老爺大酒店股份有限公司,16,58861658,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
5905,5905.TWO,南仁湖,南仁湖育樂股份有限公司,16,281623235,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
6961,6961.TWO,旅天下,旅天下聯合國際旅行社(股)公司,16,26834000,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
7708,7708.TWO,全家餐飲,全家國際餐飲股份有限公司,16,25500000,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
7723,7723.TWO,築間,築間餐飲事業股份有限公司,16,49619550,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
7757,7757.TWO,金色三麥,金色三麥餐飲股份有限公司,16,24100000,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
8077,8077.TWO,洛碁,洛碁實業股份有限公司,16,21945669,上櫃,觀光餐旅,股票,,觀光餐旅,觀光餐旅,待進一步分類
3147,3147.TWO,大綜,大綜電腦系統股份有限公司,30,43686831,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
3158,3158.TWO,嘉實,嘉實資訊股份有限公司,30,30478425,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
3570,3570.TWO,大塚,大塚資訊科技股份有限公司,30,17097000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
4953,4953.TWO,緯致,緯致科技股份有限公司,30,73147014,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5201,5201.TWO,凱衛,凱衛資訊股份有限公司,30,38674600,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5202,5202.TWO,力新,力新國際科技股份有限公司,30,89094000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5210,5210.TWO,寶碩,寶碩財務科技股份有限公司,30,82177779,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5211,5211.TWO,蒙恬,蒙恬科技股份有限公司,30,32024727,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5212,5212.TWO,凌網,凌網科技股份有限公司,30,34633000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5310,5310.TWO,天剛,天剛資訊股份有限公司,30,28943517,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5403,5403.TWO,中菲,中菲電腦股份有限公司,30,78176123,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
5410,5410.TWO,國眾,國眾電腦股份有限公司,30,93368623,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6123,6123.TWO,上奇,上奇科技股份有限公司,30,62089430,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6140,6140.TWO,訊達電腦,訊達電腦股份有限公司,30,54897760,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6148,6148.TWO,驊宏資,驊宏資通股份有限公司,30,46603757,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6163,6163.TWO,華電網,華電聯網股份有限公司,30,148838747,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6221,6221.TWO,晉泰,晉泰科技股份有限公司,30,168591206,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6231,6231.TWO,系微,系微股份有限公司,30,45652186,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6240,6240.TWO,松崗,松崗國際興業股份有限公司,30,22867370,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6516,6516.TWO,勤崴國際,勤崴國際科技股份有限公司,30,56336935,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6590,6590.TWO,普鴻,普鴻資訊股份有限公司,30,24952437,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6593,6593.TWO,台灣銘板,台灣銘板股份有限公司,30,31856609,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6697,6697.TWO,東捷資訊,東捷資訊服務股份有限公司,30,27323364,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6751,6751.TWO,智聯服務,智聯服務股份有限公司,30,22200000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6752,6752.TWO,叡揚,叡揚資訊股份有限公司,30,37144147,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6791,6791.TWO,虎門科技,虎門科技股份有限公司,30,20847000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6874,6874.TWO,倍力,倍力資訊股份有限公司,30,22000000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
6884,6884.TWO,海柏特,海柏特股份有限公司,30,18390000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
7767,7767.TWO,仁大資訊,仁大資訊股份有限公司,30,30100000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
7819,7819.TWO,精誠金融,精誠金融科技股份有限公司,30,25263500,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
8099,8099.TWO,大世科,大同世界科技股份有限公司,30,100072800,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
8272,8272.TWO,全景軟體,全景軟體股份有限公司,30,18997755,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
8284,8284.TWO,三竹,三竹資訊股份有限公司,30,47303000,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
8416,8416.TWO,實威,實威國際股份有限公司,30,28210710,上櫃,資訊服務業,股票,,資訊服務業,資訊服務業,待進一步分類
1240,1240.TWO,茂生農經,茂生農經股份有限公司,33,44232373,上櫃,農業科技,股票,,農業科技,農業科技,待進一步分類
4171,4171.TWO,瑞基,瑞基海洋生物科技股份有限公司,33,58057469,上櫃,農業科技,股票,,農業科技,農業科技,待進一步分類
6508,6508.TWO,惠光,惠光股份有限公司,33,86538864,上櫃,農業科技,股票,,農業科技,農業科技,待進一步分類
6578,6578.TWO,達邦蛋白,達邦蛋白生技股份有限公司,33,71941901,上櫃,農業科技,股票,,農業科技,農業科技,待進一步分類
3081,3081.TWO,聯亞,聯亞光電工業股份有限公司,27,101769004,上櫃,通信網路業,股票,,光學與光通訊,矽光子／高速光通訊,光學元件／模組
3095,3095.TWO,及成,及成企業股份有限公司,27,10000000,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3152,3152.TWO,璟德,璟德電子工業股份有限公司,27,39016200,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3163,3163.TWO,波若威,波若威科技股份有限公司,27,94635370,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3221,3221.TWO,台嘉碩,台灣嘉碩科技股份有限公司,27,104989210,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3234,3234.TWO,光環,光環科技股份有限公司,27,111474692,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3306,3306.TWO,鼎天,鼎天國際股份有限公司,27,50607702,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3363,3363.TWO,上詮,上詮光纖通信股份有限公司,27,113640567,上櫃,通信網路業,股票,,光學與光通訊,矽光子／高速光通訊,光學元件／模組
3466,3466.TWO,德晉,德晉科技股份有限公司,27,77892073,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3491,3491.TWO,昇達科,昇達科技股份有限公司,27,68805125,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3499,3499.TWO,環天科,環天世通科技股份有限公司,27,54970596,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3558,3558.TWO,神準,神準科技股份有限公司,27,59060881,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3564,3564.TWO,其陽,其陽科技股份有限公司,27,59123100,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3632,3632.TWO,研勤,研勤科技股份有限公司,27,22000000,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3664,3664.TWO,安瑞-KY,安瑞科技股份有限公司,27,75945377,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3672,3672.TWO,康聯訊,康聯訊科技股份有限公司,27,40790375,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
3684,3684.TWO,榮昌,榮昌科技股份有限公司,27,30304737,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
4903,4903.TWO,聯光通,聯合光纖通信股份有限公司,27,105343714,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
4908,4908.TWO,前鼎,前鼎光電股份有限公司,27,78216907,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
4909,4909.TWO,新復興,新復興微波通訊股份有限公司,27,93356864,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
4979,4979.TWO,華星光,華星光通科技股份有限公司,27,142359284,上櫃,通信網路業,股票,,網通與高速傳輸,AI 網路基礎建設,交換器／高速傳輸
5353,5353.TWO,台林,台林電通股份有限公司,27,75765000,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6109,6109.TWO,亞元,亞元科技股份有限公司,27,87825414,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6143,6143.TWO,振曜,振曜科技股份有限公司,27,86058897,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6170,6170.TWO,統振,統振股份有限公司,27,97260038,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6190,6190.TWO,萬泰科,萬泰科技股份有限公司,27,186522441,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6218,6218.TWO,豪勉,豪勉科技股份有限公司,27,64262000,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6241,6241.TWO,鑫永洋,鑫永洋科技股份有限公司,27,45533670,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6245,6245.TWO,立端,立端科技股份有限公司,27,146608303,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6263,6263.TWO,普萊德,普萊德科技股份有限公司,27,62500964,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6417,6417.TWO,韋僑,韋僑科技股份有限公司,27,42274000,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6465,6465.TWO,威潤,威潤科技股份有限公司,27,59073685,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6470,6470.TWO,宇智,宇智網通股份有限公司,27,37694100,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6486,6486.TWO,互動,互動國際數位股份有限公司,27,50893286,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6530,6530.TWO,創威,創威光電股份有限公司,27,33750000,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6546,6546.TWO,正基,正基科技股份有限公司,27,66848449,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6561,6561.TWO,是方,是方電訊股份有限公司,27,77958370,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
6588,6588.TWO,東典光電,東典光電科技股份有限公司,27,34700825,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
7717,7717.TWO,萊德光電-KY,英屬開曼群島商萊德光電(股)公司,27,24831518,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8034,8034.TWO,榮群,榮群電訊股份有限公司,27,56586353,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8048,8048.TWO,德勝,德勝科技股份有限公司,27,59436924,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8059,8059.TWO,凱碩,凱碩科技股份有限公司,27,116466300,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8089,8089.TWO,康全電訊,康全電訊股份有限公司,27,65998718,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8097,8097.TWO,常珵,常珵科技股份有限公司,27,63802468,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
8176,8176.TWO,智捷,智捷科技股份有限公司,27,71701000,上櫃,通信網路業,股票,,通信網路業,通信網路業,待進一步分類
1593,1593.TWO,祺驊,祺驊股份有限公司,37,39784772,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
5348,5348.TWO,正能量智能,正能量智能股份有限公司,37,14775917,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
6804,6804.TWO,明係,明係事業股份有限公司,37,47500000,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
7811,7811.TWO,民盛,民盛應用企業股份有限公司,37,33377000,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
8924,8924.TWO,大田,大田精密工業股份有限公司,37,83800000,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
8928,8928.TWO,鉅明,鉅明股份有限公司,37,50854015,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
8933,8933.TWO,愛地雅,愛地雅工業股份有限公司,37,326724305,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
8938,8938.TWO,明安,明安國際企業股份有限公司,37,156986490,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
9960,9960.TWO,邁達康,邁達康網路事業股份有限公司,37,33592500,上櫃,運動休閒,股票,,運動休閒,運動休閒,待進一步分類
5864,5864.TWO,致和證,致和證券股份有限公司,17,504490084,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
5878,5878.TWO,台名,台名保險經紀人股份有限公司,17,25024303,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
6015,6015.TWO,宏遠證,宏遠證券股份有限公司,17,403614082,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
6016,6016.TWO,康和證,康和綜合證券股份有限公司,17,772419946,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
6020,6020.TWO,大展證,大展證券股份有限公司,17,252353154,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
6021,6021.TWO,美好證,美好證券股份有限公司,17,312230974,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
6023,6023.TWO,元大期貨,元大期貨股份有限公司,17,367972732,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
6026,6026.TWO,福邦證,福邦證券股份有限公司,17,396161841,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
6028,6028.TWO,公勝保經,公勝保險經紀人股份有限公司,17,25000000,上櫃,金融保險,股票,,金融保險,金融保險,待進一步分類
2035,2035.TWO,唐榮公司,唐榮鐵工廠股份有限公司,10,350000000,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2063,2063.TWO,世鎧精密,世鎧精密股份有限公司,10,48101453,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2064,2064.TWO,晉椿,晉椿工業股份有限公司,10,69330000,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2065,2065.TWO,世豐,世豐螺絲股份有限公司,10,63516707,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
2073,2073.TWO,雄順,雄順金屬股份有限公司,10,27500000,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
4950,4950.TWO,金耘國際,金耘國際股份有限公司,10,57729107,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5009,5009.TWO,榮剛,榮剛材料科技股份有限公司,10,602471197,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5011,5011.TWO,久陽,久陽精密股份有限公司,10,100673922,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5013,5013.TWO,強新,強新工業股份有限公司,10,133416000,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5014,5014.TWO,建錩,建錩實業股份有限公司,10,183265054,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5015,5015.TWO,華祺,華祺工業股份有限公司,10,60639189,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
5016,5016.TWO,松和,松和工業股份有限公司,10,49622076,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
6248,6248.TWO,沛波,沛波鋼鐵股份有限公司,10,99956149,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
8349,8349.TWO,恒耀國際,恒耀國際股份有限公司,10,208821391,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
8415,8415.TWO,大國鋼,大成國際鋼鐵股份有限公司,10,1031500000,上櫃,鋼鐵工業,股票,,鋼鐵工業,鋼鐵工業,待進一步分類
