Code,Yahoo ticker,Name,Market,Asset type,Industry,Price observations,In price database,Backtest ready
6854,6854.TW,錼創科技-KY創,上市,股票,半導體業,971,True,True
6909,6909.TW,創控,上市,股票,半導體業,815,True,True
6921,6921.TW,嘉雨思-創,上市,股票,半導體業,156,True,False
6937,6937.TW,天虹,上市,股票,半導體業,815,True,True
6962,6962.TW,奕力-KY,上市,股票,半導體業,379,True,True
7730,7730.TW,暉盛-創,上市,股票,半導體業,560,True,True
7749,7749.TW,意騰-KY,上市,股票,半導體業,296,True,True
7768,7768.TW,頌勝科技,上市,股票,半導體業,340,True,True
7769,7769.TW,鴻勁,上市,股票,半導體業,440,True,True
7822,7822.TW,倍利科,上市,股票,半導體業,340,True,True
8016,8016.TW,矽創,上市,股票,半導體業,3579,True,True
8028,8028.TW,昇陽半導體,上市,股票,半導體業,3579,True,True
8081,8081.TW,致新,上市,股票,半導體業,3579,True,True
8110,8110.TW,華東,上市,股票,半導體業,3579,True,True
8131,8131.TW,福懋科,上市,股票,半導體業,3579,True,True
8150,8150.TW,南茂,上市,股票,半導體業,3264,True,True
8162,8162.TW,微矽電子-創,上市,股票,半導體業,948,True,True
8261,8261.TW,富鼎,上市,股票,半導體業,3579,True,True
8271,8271.TW,宇瞻,上市,股票,半導體業,3579,True,True
1301,1301.TW,台塑,上市,股票,塑膠工業,3575,True,True
1303,1303.TW,南亞,上市,股票,塑膠工業,3575,True,True
1304,1304.TW,台聚,上市,股票,塑膠工業,3579,True,True
1305,1305.TW,華夏,上市,股票,塑膠工業,3579,True,True
1307,1307.TW,三芳,上市,股票,塑膠工業,3579,True,True
1308,1308.TW,亞聚,上市,股票,塑膠工業,3579,True,True
1309,1309.TW,台達化,上市,股票,塑膠工業,3579,True,True
1310,1310.TW,台苯,上市,股票,塑膠工業,3579,True,True
1312,1312.TW,國喬,上市,股票,塑膠工業,3579,True,True
1313,1313.TW,聯成,上市,股票,塑膠工業,3579,True,True
1314,1314.TW,中石化,上市,股票,塑膠工業,3579,True,True
1315,1315.TW,達新,上市,股票,塑膠工業,3579,True,True
1321,1321.TW,大洋,上市,股票,塑膠工業,3579,True,True
1323,1323.TW,永裕,上市,股票,塑膠工業,3579,True,True
1324,1324.TW,地球,上市,股票,塑膠工業,3579,True,True
1325,1325.TW,恆大,上市,股票,塑膠工業,3579,True,True
1326,1326.TW,台化,上市,股票,塑膠工業,3575,True,True
1337,1337.TW,再生-KY,上市,股票,塑膠工業,3579,True,True
1340,1340.TW,勝悅-KY,上市,股票,塑膠工業,3105,True,True
1341,1341.TW,富林-KY,上市,股票,塑膠工業,1861,True,True
4306,4306.TW,炎洲,上市,股票,塑膠工業,3579,True,True
2062,2062.TW,橋椿,上市,股票,居家生活,3579,True,True
3557,3557.TW,嘉威,上市,股票,居家生活,3579,True,True
6671,6671.TW,三能-KY,上市,股票,居家生活,1868,True,True
6754,6754.TW,匯僑設計,上市,股票,居家生活,1670,True,True
6807,6807.TW,峰源-KY,上市,股票,居家生活,1056,True,True
8464,8464.TW,億豐,上市,股票,居家生活,3579,True,True
8482,8482.TW,商億-KY,上市,股票,居家生活,1951,True,True
9911,9911.TW,櫻花,上市,股票,居家生活,3579,True,True
9924,9924.TW,福興,上市,股票,居家生活,3579,True,True
9934,9934.TW,成霖,上市,股票,居家生活,3579,True,True
9935,9935.TW,慶豐富,上市,股票,居家生活,3579,True,True
1316,1316.TW,上曜,上市,股票,建材營造,3579,True,True
1436,1436.TW,華友聯,上市,股票,建材營造,3579,True,True
1438,1438.TW,三地開發,上市,股票,建材營造,3579,True,True
1439,1439.TW,雋揚,上市,股票,建材營造,3579,True,True
1442,1442.TW,名軒,上市,股票,建材營造,3579,True,True
1453,1453.TW,大將,上市,股票,建材營造,3579,True,True
1456,1456.TW,怡華,上市,股票,建材營造,3579,True,True
1472,1472.TW,三洋實業,上市,股票,建材營造,3579,True,True
1805,1805.TW,寶徠,上市,股票,建材營造,3579,True,True
1808,1808.TW,潤隆,上市,股票,建材營造,3579,True,True
2442,2442.TW,新美齊,上市,股票,建材營造,3579,True,True
2501,2501.TW,國建,上市,股票,建材營造,3579,True,True
2504,2504.TW,國產,上市,股票,建材營造,3575,True,True
2505,2505.TW,國揚,上市,股票,建材營造,3579,True,True
2506,2506.TW,太設,上市,股票,建材營造,3579,True,True
2509,2509.TW,全坤建,上市,股票,建材營造,3579,True,True
2511,2511.TW,太子,上市,股票,建材營造,3579,True,True
2515,2515.TW,中工,上市,股票,建材營造,3575,True,True
2516,2516.TW,新建,上市,股票,建材營造,3579,True,True
2520,2520.TW,冠德,上市,股票,建材營造,3579,True,True
2524,2524.TW,京城,上市,股票,建材營造,3579,True,True
2527,2527.TW,宏璟,上市,股票,建材營造,3579,True,True
2528,2528.TW,皇普,上市,股票,建材營造,3579,True,True
2530,2530.TW,華建,上市,股票,建材營造,3579,True,True
2534,2534.TW,宏盛,上市,股票,建材營造,3579,True,True
2535,2535.TW,達欣工,上市,股票,建材營造,3579,True,True
2536,2536.TW,宏普,上市,股票,建材營造,3579,True,True
2537,2537.TW,聯上發,上市,股票,建材營造,3579,True,True
2538,2538.TW,基泰,上市,股票,建材營造,3579,True,True
2539,2539.TW,櫻花建,上市,股票,建材營造,3579,True,True
2540,2540.TW,愛山林,上市,股票,建材營造,3579,True,True
2542,2542.TW,興富發,上市,股票,建材營造,3575,True,True
2543,2543.TW,皇昌,上市,股票,建材營造,3579,True,True
2545,2545.TW,皇翔,上市,股票,建材營造,3579,True,True
2546,2546.TW,根基,上市,股票,建材營造,3579,True,True
2547,2547.TW,日勝生,上市,股票,建材營造,3579,True,True
2548,2548.TW,華固,上市,股票,建材營造,3575,True,True
2597,2597.TW,潤弘,上市,股票,建材營造,3579,True,True
2923,2923.TW,鼎固-KY,上市,股票,建材營造,3346,True,True
3052,3052.TW,夆典,上市,股票,建材營造,3579,True,True
3056,3056.TW,富華新,上市,股票,建材營造,3579,True,True
3266,3266.TW,昇陽,上市,股票,建材營造,3579,True,True
3703,3703.TW,欣陸,上市,股票,建材營造,3579,True,True
5515,5515.TW,建國,上市,股票,建材營造,3579,True,True
5519,5519.TW,隆大,上市,股票,建材營造,3579,True,True
5521,5521.TW,工信,上市,股票,建材營造,3579,True,True
5522,5522.TW,遠雄,上市,股票,建材營造,3575,True,True
5525,5525.TW,順天,上市,股票,建材營造,3579,True,True
5531,5531.TW,鄉林,上市,股票,建材營造,3579,True,True
5533,5533.TW,皇鼎,上市,股票,建材營造,3579,True,True
5534,5534.TW,長虹,上市,股票,建材營造,3575,True,True
5546,5546.TW,永固-KY,上市,股票,建材營造,1519,True,True
6177,6177.TW,達麗,上市,股票,建材營造,3579,True,True
9906,9906.TW,欣巴巴,上市,股票,建材營造,3579,True,True
9946,9946.TW,三發地產,上市,股票,建材營造,3579,True,True
3130,3130.TW,一零四,上市,股票,數位雲端,3579,True,True
6165,6165.TW,浪凡,上市,股票,數位雲端,3579,True,True
6614,6614.TW,資拓宏宇,上市,股票,數位雲端,480,True,True
6689,6689.TW,伊雲谷,上市,股票,數位雲端,1970,True,True
6902,6902.TW,GOGOLOOK,上市,股票,數位雲端,757,True,True
6906,6906.TW,現觀科,上市,股票,數位雲端,891,True,True
7721,7721.TW,微程式,上市,股票,數位雲端,642,True,True
7722,7722.TW,LINEPAY,上市,股票,數位雲端,621,True,True
7765,7765.TW,中華資安,上市,股票,數位雲端,488,True,True
7823,7823.TW,奧義賽博-KY創,上市,股票,數位雲端,130,True,False
7835,7835.TW,永悅健康-創,上市,股票,數位雲端,23,True,False
8454,8454.TW,富邦媒,上市,股票,數位雲端,3049,True,True
8487,8487.TW,愛爾達-創,上市,股票,數位雲端,2606,True,True
2101,2101.TW,南港,上市,股票,橡膠工業,3579,True,True
2102,2102.TW,泰豐,上市,股票,橡膠工業,3579,True,True
2103,2103.TW,台橡,上市,股票,橡膠工業,3579,True,True
2104,2104.TW,國際中橡,上市,股票,橡膠工業,3579,True,True
2105,2105.TW,正新,上市,股票,橡膠工業,3579,True,True
2106,2106.TW,建大,上市,股票,橡膠工業,3579,True,True
2107,2107.TW,厚生,上市,股票,橡膠工業,3579,True,True
2108,2108.TW,南帝,上市,股票,橡膠工業,3579,True,True
2109,2109.TW,華豐,上市,股票,橡膠工業,3579,True,True
2114,2114.TW,鑫永銓,上市,股票,橡膠工業,3579,True,True
6582,6582.TW,申豐,上市,股票,橡膠工業,2474,True,True
1101,1101.TW,台泥,上市,股票,水泥工業,3579,True,True
1102,1102.TW,亞泥,上市,股票,水泥工業,3579,True,True
1103,1103.TW,嘉泥,上市,股票,水泥工業,3579,True,True
1104,1104.TW,環泥,上市,股票,水泥工業,3579,True,True
1108,1108.TW,幸福,上市,股票,水泥工業,3579,True,True
1109,1109.TW,信大,上市,股票,水泥工業,3579,True,True
1110,1110.TW,東泥,上市,股票,水泥工業,3579,True,True
1319,1319.TW,東陽,上市,股票,汽車工業,3575,True,True
1338,1338.TW,廣華-KY,上市,股票,汽車工業,3373,True,True
1339,1339.TW,昭輝,上市,股票,汽車工業,3508,True,True
1512,1512.TW,瑞利,上市,股票,汽車工業,3579,True,True
1521,1521.TW,大億,上市,股票,汽車工業,3579,True,True
1522,1522.TW,堤維西,上市,股票,汽車工業,3579,True,True
1524,1524.TW,耿鼎,上市,股票,汽車工業,3579,True,True
1525,1525.TW,江申,上市,股票,汽車工業,3579,True,True
1533,1533.TW,車王電,上市,股票,汽車工業,3579,True,True
1536,1536.TW,和大,上市,股票,汽車工業,3575,True,True
1563,1563.TW,巧新,上市,股票,汽車工業,3579,True,True
1568,1568.TW,倉佑,上市,股票,汽車工業,3579,True,True
1587,1587.TW,吉茂,上市,股票,汽車工業,3465,True,True
2115,2115.TW,六暉-KY,上市,股票,汽車工業,3091,True,True
2201,2201.TW,裕隆,上市,股票,汽車工業,3579,True,True
2204,2204.TW,中華,上市,股票,汽車工業,3579,True,True
2206,2206.TW,三陽工業,上市,股票,汽車工業,3579,True,True
2207,2207.TW,和泰車,上市,股票,汽車工業,3579,True,True
2227,2227.TW,裕日車,上市,股票,汽車工業,3579,True,True
2228,2228.TW,劍麟,上市,股票,汽車工業,3286,True,True
2231,2231.TW,為升,上市,股票,汽車工業,3575,True,True
2233,2233.TW,宇隆,上市,股票,汽車工業,3579,True,True
2236,2236.TW,百達-KY,上市,股票,汽車工業,2741,True,True
2237,2237.TW,華德動能-創,上市,股票,汽車工業,2845,True,True
2239,2239.TW,英利-KY,上市,股票,汽車工業,2666,True,True
2241,2241.TW,艾姆勒,上市,股票,汽車工業,2552,True,True
2243,2243.TW,宏旭-KY,上市,股票,汽車工業,2161,True,True
2247,2247.TW,汎德永業,上市,股票,汽車工業,2145,True,True
2248,2248.TW,華勝-KY,上市,股票,汽車工業,1925,True,True
2250,2250.TW,IKKA-KY,上市,股票,汽車工業,1277,True,True
2254,2254.TW,巨鎧精密-創,上市,股票,汽車工業,1148,True,True
2258,2258.TW,鴻華先進-創,上市,股票,汽車工業,638,True,True
2497,2497.TW,怡利電,上市,股票,汽車工業,3579,True,True
3346,3346.TW,麗清,上市,股票,汽車工業,3346,True,True
3717,3717.TW,聯嘉投控,上市,股票,汽車工業,250,True,False
4551,4551.TW,智伸科,上市,股票,汽車工業,3082,True,True
4557,4557.TW,永新-KY,上市,股票,汽車工業,2643,True,True
4569,4569.TW,六方科-KY,上市,股票,汽車工業,748,True,True
4581,4581.TW,光隆精密-KY,上市,股票,汽車工業,1574,True,True
6605,6605.TW,帝寶,上市,股票,汽車工業,3579,True,True
6988,6988.TW,威力暘-創,上市,股票,汽車工業,447,True,True
7732,7732.TW,金興精密,上市,股票,汽車工業,598,True,True
7736,7736.TW,虎山,上市,股票,汽車工業,560,True,True
7821,7821.TW,神數,上市,股票,汽車工業,340,True,True
2616,2616.TW,山隆,上市,股票,油電燃氣,3579,True,True
6505,6505.TW,台塑化,上市,股票,油電燃氣,3579,True,True
8926,8926.TW,台汽電,上市,股票,油電燃氣,3579,True,True
9908,9908.TW,大台北,上市,股票,油電燃氣,3579,True,True
9918,9918.TW,欣天然,上市,股票,油電燃氣,3579,True,True
9926,9926.TW,新海,上市,股票,油電燃氣,3579,True,True
9931,9931.TW,欣高,上市,股票,油電燃氣,3579,True,True
9937,9937.TW,全國,上市,股票,油電燃氣,3579,True,True
1802,1802.TW,台玻,上市,股票,玻璃陶瓷,3579,True,True
1806,1806.TW,冠軍,上市,股票,玻璃陶瓷,3579,True,True
1809,1809.TW,中釉,上市,股票,玻璃陶瓷,3579,True,True
1810,1810.TW,和成,上市,股票,玻璃陶瓷,3579,True,True
1817,1817.TW,凱撒衛,上市,股票,玻璃陶瓷,3286,True,True
1707,1707.TW,葡萄王,上市,股票,生技醫療,3579,True,True
1720,1720.TW,生達,上市,股票,生技醫療,3579,True,True
1731,1731.TW,美吾華,上市,股票,生技醫療,3579,True,True
1733,1733.TW,五鼎,上市,股票,生技醫療,3579,True,True
1734,1734.TW,杏輝,上市,股票,生技醫療,3579,True,True
1752,1752.TW,南光,上市,股票,生技醫療,1112,True,True
1760,1760.TW,寶齡富錦,上市,股票,生技醫療,3579,True,True
1762,1762.TW,中化生,上市,股票,生技醫療,3579,True,True
1783,1783.TW,和康生,上市,股票,生技醫療,3393,True,True
1786,1786.TW,科妍,上市,股票,生技醫療,3286,True,True
1789,1789.TW,神隆,上市,股票,生技醫療,3579,True,True
1795,1795.TW,美時,上市,股票,生技醫療,3575,True,True
3164,3164.TW,景岳,上市,股票,生技醫療,3579,True,True
3705,3705.TW,永信,上市,股票,生技醫療,3579,True,True
3716,3716.TW,中化控股,上市,股票,生技醫療,480,True,True
4104,4104.TW,佳醫,上市,股票,生技醫療,3579,True,True
4106,4106.TW,雃博,上市,股票,生技醫療,3579,True,True
4108,4108.TW,懷特,上市,股票,生技醫療,3579,True,True
4119,4119.TW,旭富,上市,股票,生技醫療,3579,True,True
4133,4133.TW,亞諾法,上市,股票,生技醫療,3579,True,True
4137,4137.TW,麗豐-KY,上市,股票,生技醫療,3112,True,True
4142,4142.TW,國光生,上市,股票,生技醫療,3502,True,True
4148,4148.TW,全宇生技-KY,上市,股票,生技醫療,2236,True,True
4155,4155.TW,訊映,上市,股票,生技醫療,3468,True,True
4164,4164.TW,承業醫,上市,股票,生技醫療,3393,True,True
4169,4169.TW,泰宗,上市,股票,生技醫療,3468,True,True
4178,4178.TW,永笙-KY,上市,股票,生技醫療,379,True,True
4190,4190.TW,佐登-KY,上市,股票,生技醫療,2643,True,True
4195,4195.TW,基米-創,上市,股票,生技醫療,3095,True,True
4736,4736.TW,泰博,上市,股票,生技醫療,3579,True,True
4737,4737.TW,華廣,上市,股票,生技醫療,3579,True,True
4746,4746.TW,台耀,上市,股票,生技醫療,3579,True,True
4771,4771.TW,望隼,上市,股票,生技醫療,1164,True,True
6431,6431.TW,光麗-KY,上市,股票,生技醫療,2858,True,True
6446,6446.TW,藥華藥,上市,股票,生技醫療,3045,True,True
6472,6472.TW,保瑞,上市,股票,生技醫療,2902,True,True
6491,6491.TW,晶碩,上市,股票,生技醫療,2841,True,True
6534,6534.TW,正瀚-創,上市,股票,生技醫療,2722,True,True
6541,6541.TW,泰福-KY,上市,股票,生技醫療,2692,True,True
6550,6550.TW,北極星藥業-KY,上市,股票,生技醫療,2569,True,True
6589,6589.TW,台康生技,上市,股票,生技醫療,2373,True,True
6598,6598.TW,ABC-KY,上市,股票,生技醫療,2324,True,True
6645,6645.TW,金萬林-創,上市,股票,生技醫療,2194,True,True
6657,6657.TW,華安,上市,股票,生技醫療,1951,True,True
6666,6666.TW,羅麗芬-KY,上市,股票,生技醫療,1884,True,True
6782,6782.TW,視陽,上市,股票,生技醫療,1465,True,True
6794,6794.TW,向榮生技,上市,股票,生技醫療,1375,True,True
6796,6796.TW,晉弘,上市,股票,生技醫療,1306,True,True
6838,6838.TW,台新藥,上市,股票,生技醫療,1187,True,True
6861,6861.TW,睿生光電,上市,股票,生技醫療,1148,True,True
6885,6885.TW,全福生技,上市,股票,生技醫療,1009,True,True
6918,6918.TW,愛派司,上市,股票,生技醫療,873,True,True
6919,6919.TW,康霈*,上市,股票,生技醫療,886,True,True
6931,6931.TW,青松健康,上市,股票,生技醫療,881,True,True
6934,6934.TW,心誠鎂,上市,股票,生技醫療,522,True,True
6936,6936.TW,永鴻生技,上市,股票,生技醫療,832,True,True
6949,6949.TW,沛爾生醫-創,上市,股票,生技醫療,602,True,True
6955,6955.TW,邦睿生技-創,上市,股票,生技醫療,751,True,True
7799,7799.TW,禾榮科,上市,股票,生技醫療,230,True,False
7803,7803.TW,雲象科技-創,上市,股票,生技醫療,65,True,False
7827,7827.TW,漢康-KY創,上市,股票,生技醫療,288,True,True
1402,1402.TW,遠東新,上市,股票,紡織纖維,3579,True,True
1409,1409.TW,新纖,上市,股票,紡織纖維,3579,True,True
1410,1410.TW,南染,上市,股票,紡織纖維,3579,True,True
1413,1413.TW,宏洲,上市,股票,紡織纖維,3579,True,True
1414,1414.TW,東和,上市,股票,紡織纖維,3579,True,True
1417,1417.TW,嘉裕,上市,股票,紡織纖維,3579,True,True
1418,1418.TW,東華,上市,股票,紡織纖維,3579,True,True
1419,1419.TW,新紡,上市,股票,紡織纖維,3579,True,True
1423,1423.TW,利華,上市,股票,紡織纖維,3579,True,True
1434,1434.TW,福懋,上市,股票,紡織纖維,3579,True,True
1440,1440.TW,南紡,上市,股票,紡織纖維,3579,True,True
1441,1441.TW,大東,上市,股票,紡織纖維,3579,True,True
1444,1444.TW,力麗,上市,股票,紡織纖維,3579,True,True
1445,1445.TW,大宇,上市,股票,紡織纖維,3579,True,True
1446,1446.TW,宏和,上市,股票,紡織纖維,3579,True,True
1447,1447.TW,力鵬,上市,股票,紡織纖維,3579,True,True
1449,1449.TW,佳和,上市,股票,紡織纖維,3579,True,True
1451,1451.TW,年興,上市,股票,紡織纖維,3579,True,True
1452,1452.TW,宏益,上市,股票,紡織纖維,3579,True,True
1454,1454.TW,台富,上市,股票,紡織纖維,3579,True,True
1455,1455.TW,集盛,上市,股票,紡織纖維,3579,True,True
1457,1457.TW,宜進,上市,股票,紡織纖維,3579,True,True
1459,1459.TW,聯發,上市,股票,紡織纖維,3579,True,True
1460,1460.TW,宏遠,上市,股票,紡織纖維,3579,True,True
1463,1463.TW,強盛新,上市,股票,紡織纖維,3579,True,True
1464,1464.TW,得力,上市,股票,紡織纖維,3579,True,True
1465,1465.TW,偉全,上市,股票,紡織纖維,3579,True,True
1466,1466.TW,聚隆,上市,股票,紡織纖維,3579,True,True
1467,1467.TW,南緯,上市,股票,紡織纖維,3579,True,True
1468,1468.TW,昶和,上市,股票,紡織纖維,3579,True,True
1470,1470.TW,大統新創,上市,股票,紡織纖維,3579,True,True
1473,1473.TW,台南,上市,股票,紡織纖維,3579,True,True
1474,1474.TW,弘裕,上市,股票,紡織纖維,3579,True,True
1475,1475.TW,業旺,上市,股票,紡織纖維,3579,True,True
1476,1476.TW,儒鴻,上市,股票,紡織纖維,3579,True,True
1477,1477.TW,聚陽,上市,股票,紡織纖維,3579,True,True
4414,4414.TW,如興,上市,股票,紡織纖維,3579,True,True
4426,4426.TW,利勤,上市,股票,紡織纖維,3579,True,True
4438,4438.TW,廣越,上市,股票,紡織纖維,2701,True,True
4439,4439.TW,冠星-KY,上市,股票,紡織纖維,1634,True,True
4440,4440.TW,宜新實業,上市,股票,紡織纖維,1690,True,True
4441,4441.TW,振大環球,上市,股票,紡織纖維,1109,True,True
2072,2072.TW,世紀風電,上市,股票,綠能環保,1391,True,True
3708,3708.TW,上緯投控,上市,股票,綠能環保,3575,True,True
4582,4582.TW,聚恆-創,上市,股票,綠能環保,1674,True,True
5292,5292.TW,華懋,上市,股票,綠能環保,1609,True,True
6581,6581.TW,鋼聯,上市,股票,綠能環保,2422,True,True
6641,6641.TW,基士德-KY,上市,股票,綠能環保,1913,True,True
6771,6771.TW,平和環保-創,上市,股票,綠能環保,1609,True,True
6869,6869.TW,雲豹能源,上市,股票,綠能環保,1107,True,True
6873,6873.TW,泓德能源,上市,股票,綠能環保,1129,True,True
6887,6887.TW,寶綠特-KY,上市,股票,綠能環保,355,True,True
6923,6923.TW,中台,上市,股票,綠能環保,815,True,True
6944,6944.TW,兆聯實業,上市,股票,綠能環保,808,True,True
6947,6947.TW,台鎔科技,上市,股票,綠能環保,751,True,True
6951,6951.TW,青新-創,上市,股票,綠能環保,794,True,True
6969,6969.TW,成信實業*-創,上市,股票,綠能環保,477,True,True
6994,6994.TW,富威電力,上市,股票,綠能環保,646,True,True
7610,7610.TW,聯友金屬-創,上市,股票,綠能環保,837,True,True
7740,7740.TW,熙特爾-創,上市,股票,綠能環保,452,True,True
7786,7786.TW,東方風能,上市,股票,綠能環保,447,True,True
7818,7818.TW,溢泰實業,上市,股票,綠能環保,379,True,True
8341,8341.TW,日友,上市,股票,綠能環保,3020,True,True
8422,8422.TW,可寧衛*,上市,股票,綠能環保,3579,True,True
8438,8438.TW,昶昕,上市,股票,綠能環保,3459,True,True
8473,8473.TW,山林水,上市,股票,綠能環保,2783,True,True
8476,8476.TW,台境*,上市,股票,綠能環保,2717,True,True
9930,9930.TW,中聯資源,上市,股票,綠能環保,3579,True,True
9955,9955.TW,佳龍,上市,股票,綠能環保,3579,True,True
2208,2208.TW,台船,上市,股票,航運業,3575,True,True
2601,2601.TW,益航,上市,股票,航運業,3579,True,True
2603,2603.TW,長榮,上市,股票,航運業,3575,True,True
2605,2605.TW,新興,上市,股票,航運業,3579,True,True
2606,2606.TW,裕民,上市,股票,航運業,3575,True,True
2607,2607.TW,榮運,上市,股票,航運業,3579,True,True
2608,2608.TW,嘉里大榮,上市,股票,航運業,3579,True,True
2609,2609.TW,陽明,上市,股票,航運業,3575,True,True
2610,2610.TW,華航,上市,股票,航運業,3575,True,True
2611,2611.TW,志信,上市,股票,航運業,3579,True,True
2612,2612.TW,中航,上市,股票,航運業,3579,True,True
2613,2613.TW,中櫃,上市,股票,航運業,3579,True,True
2615,2615.TW,萬海,上市,股票,航運業,3575,True,True
2617,2617.TW,台航,上市,股票,航運業,3579,True,True
2618,2618.TW,長榮航,上市,股票,航運業,3575,True,True
2630,2630.TW,亞航,上市,股票,航運業,2313,True,True
2633,2633.TW,台灣高鐵,上市,股票,航運業,3579,True,True
2634,2634.TW,漢翔,上市,股票,航運業,2930,True,True
2636,2636.TW,台驊控股,上市,股票,航運業,3579,True,True
2637,2637.TW,慧洋-KY,上市,股票,航運業,3575,True,True
2642,2642.TW,宅配通,上市,股票,航運業,3286,True,True
2645,2645.TW,長榮航太,上市,股票,航運業,1100,True,True
2646,2646.TW,星宇航空,上市,股票,航運業,943,True,True
5607,5607.TW,遠雄港,上市,股票,航運業,3579,True,True
5608,5608.TW,四維航,上市,股票,航運業,3579,True,True
6753,6753.TW,龍德造船,上市,股票,航運業,1357,True,True
6757,6757.TW,台灣虎航,上市,股票,航運業,1617,True,True
8367,8367.TW,建新國際,上市,股票,航運業,2294,True,True
2701,2701.TW,萬企,上市,股票,觀光餐旅,3579,True,True
2702,2702.TW,華園,上市,股票,觀光餐旅,3579,True,True
2704,2704.TW,國賓,上市,股票,觀光餐旅,3579,True,True
2705,2705.TW,六福,上市,股票,觀光餐旅,3579,True,True
2706,2706.TW,第一店,上市,股票,觀光餐旅,3579,True,True
2707,2707.TW,晶華,上市,股票,觀光餐旅,3575,True,True
2712,2712.TW,遠雄來,上市,股票,觀光餐旅,3286,True,True
2722,2722.TW,夏都,上市,股票,觀光餐旅,3536,True,True
2723,2723.TW,美食-KY,上市,股票,觀光餐旅,3579,True,True
2727,2727.TW,王品,上市,股票,觀光餐旅,3540,True,True
2731,2731.TW,雄獅,上市,股票,觀光餐旅,3373,True,True
2739,2739.TW,寒舍,上市,股票,觀光餐旅,2892,True,True
2748,2748.TW,雲品,上市,股票,觀光餐旅,2634,True,True
2753,2753.TW,八方雲集,上市,股票,觀光餐旅,1431,True,True
5706,5706.TW,鳳凰,上市,股票,觀光餐旅,3579,True,True
7705,7705.TW,三商餐飲,上市,股票,觀光餐旅,646,True,True
7760,7760.TW,享溫馨,上市,股票,觀光餐旅,437,True,True
8940,8940.TW,新天地,上市,股票,觀光餐旅,3579,True,True
9943,9943.TW,好樂迪,上市,股票,觀光餐旅,3579,True,True
2901,2901.TW,欣欣,上市,股票,貿易百貨,3579,True,True
2903,2903.TW,遠百,上市,股票,貿易百貨,3579,True,True
2905,2905.TW,三商,上市,股票,貿易百貨,3579,True,True
2906,2906.TW,高林,上市,股票,貿易百貨,3579,True,True
2908,2908.TW,特力,上市,股票,貿易百貨,3579,True,True
2910,2910.TW,統領,上市,股票,貿易百貨,3579,True,True
2911,2911.TW,麗嬰房,上市,股票,貿易百貨,3579,True,True
2912,2912.TW,統一超,上市,股票,貿易百貨,3575,True,True
2913,2913.TW,農林,上市,股票,貿易百貨,3579,True,True
2915,2915.TW,潤泰全,上市,股票,貿易百貨,3579,True,True
2929,2929.TW,淘帝-KY,上市,股票,貿易百貨,3089,True,True
2939,2939.TW,永邑-KY,上市,股票,貿易百貨,2197,True,True
2945,2945.TW,三商家購,上市,股票,貿易百貨,1865,True,True
4807,4807.TW,日成-KY,上市,股票,貿易百貨,2369,True,True
5906,5906.TW,台南-KY,上市,股票,貿易百貨,3579,True,True
5907,5907.TW,大洋-KY,上市,股票,貿易百貨,3477,True,True
8429,8429.TW,金麗-KY,上市,股票,貿易百貨,3338,True,True
8443,8443.TW,阿瘦,上市,股票,貿易百貨,3393,True,True
2427,2427.TW,三商電,上市,股票,資訊服務業,3579,True,True
2453,2453.TW,凌群,上市,股票,資訊服務業,3579,True,True
2468,2468.TW,華經,上市,股票,資訊服務業,3579,True,True
2471,2471.TW,資通,上市,股票,資訊服務業,3579,True,True
2480,2480.TW,敦陽科,上市,股票,資訊服務業,3579,True,True
3029,3029.TW,零壹,上市,股票,資訊服務業,3579,True,True
4994,4994.TW,傳奇,上市,股票,資訊服務業,3579,True,True
5203,5203.TW,訊連,上市,股票,資訊服務業,3579,True,True
6112,6112.TW,邁達特,上市,股票,資訊服務業,3579,True,True
6183,6183.TW,關貿,上市,股票,資訊服務業,3579,True,True
6214,6214.TW,精誠,上市,股票,資訊服務業,3579,True,True
2314,2314.TW,台揚,上市,股票,通信網路業,3579,True,True
2321,2321.TW,東訊,上市,股票,通信網路業,3579,True,True
2332,2332.TW,友訊,上市,股票,通信網路業,3579,True,True
2345,2345.TW,智邦,上市,股票,通信網路業,3575,True,True
2412,2412.TW,中華電,上市,股票,通信網路業,3575,True,True
2419,2419.TW,仲琦,上市,股票,通信網路業,3579,True,True
2424,2424.TW,隴華,上市,股票,通信網路業,3579,True,True
2439,2439.TW,美律,上市,股票,通信網路業,3579,True,True
2444,2444.TW,兆勁,上市,股票,通信網路業,3579,True,True
2450,2450.TW,神腦,上市,股票,通信網路業,3579,True,True
2455,2455.TW,全新,上市,股票,通信網路業,3579,True,True
2485,2485.TW,兆赫,上市,股票,通信網路業,3579,True,True
2498,2498.TW,宏達電,上市,股票,通信網路業,3579,True,True
3025,3025.TW,星通,上市,股票,通信網路業,3579,True,True
3027,3027.TW,盛達,上市,股票,通信網路業,3579,True,True
3045,3045.TW,台灣大,上市,股票,通信網路業,3579,True,True
3047,3047.TW,訊舟,上市,股票,通信網路業,3579,True,True
3062,3062.TW,建漢,上市,股票,通信網路業,3579,True,True
3138,3138.TW,耀登,上市,股票,通信網路業,3579,True,True
3311,3311.TW,閎暉,上市,股票,通信網路業,3579,True,True
3380,3380.TW,明泰,上市,股票,通信網路業,3579,True,True
3419,3419.TW,譁裕,上市,股票,通信網路業,3579,True,True
3447,3447.TW,展達,上市,股票,通信網路業,1192,True,True
3596,3596.TW,智易,上市,股票,通信網路業,3575,True,True
