Code,Yahoo ticker,Name,Market,Asset type,Industry,Price observations,In price database,Backtest ready
3669,3669.TW,圓展,上市,股票,通信網路業,3579,True,True
3694,3694.TW,海華,上市,股票,通信網路業,3579,True,True
3704,3704.TW,合勤控,上市,股票,通信網路業,3579,True,True
4904,4904.TW,遠傳,上市,股票,通信網路業,3575,True,True
4906,4906.TW,正文,上市,股票,通信網路業,3579,True,True
4977,4977.TW,眾達-KY,上市,股票,通信網路業,3274,True,True
5388,5388.TW,中磊,上市,股票,通信網路業,3575,True,True
6136,6136.TW,富爾特,上市,股票,通信網路業,3579,True,True
6142,6142.TW,友勁,上市,股票,通信網路業,3579,True,True
6152,6152.TW,百一,上市,股票,通信網路業,3579,True,True
6216,6216.TW,居易,上市,股票,通信網路業,3579,True,True
6285,6285.TW,啟碁,上市,股票,通信網路業,3575,True,True
6416,6416.TW,瑞祺電通,上市,股票,通信網路業,3263,True,True
6426,6426.TW,統新,上市,股票,通信網路業,3139,True,True
6442,6442.TW,光聖,上市,股票,通信網路業,3041,True,True
6674,6674.TW,鋐寶科技,上市,股票,通信網路業,2102,True,True
6792,6792.TW,詠業,上市,股票,通信網路業,1400,True,True
6863,6863.TW,永道-KY,上市,股票,通信網路業,832,True,True
7689,7689.TW,大鵬科CLMX,上市,股票,通信網路業,209,True,False
8011,8011.TW,台通,上市,股票,通信網路業,3579,True,True
8045,8045.TW,達運光電,上市,股票,通信網路業,2251,True,True
8101,8101.TW,華冠,上市,股票,通信網路業,3579,True,True
1903,1903.TW,士紙,上市,股票,造紙工業,3579,True,True
1904,1904.TW,正隆,上市,股票,造紙工業,3579,True,True
1905,1905.TW,華紙,上市,股票,造紙工業,3579,True,True
1906,1906.TW,寶隆,上市,股票,造紙工業,3579,True,True
1907,1907.TW,永豐餘,上市,股票,造紙工業,3579,True,True
1909,1909.TW,榮成,上市,股票,造紙工業,3579,True,True
6790,6790.TW,永豐實,上市,股票,造紙工業,1418,True,True
1432,1432.TW,大魯閣,上市,股票,運動休閒,3579,True,True
1598,1598.TW,岱宇,上市,股票,運動休閒,3393,True,True
1736,1736.TW,喬山,上市,股票,運動休閒,3579,True,True
2762,2762.TW,世界健身-KY,上市,股票,運動休閒,626,True,True
4536,4536.TW,拓凱,上市,股票,運動休閒,3393,True,True
5306,5306.TW,桂盟,上市,股票,運動休閒,3579,True,True
6670,6670.TW,復盛應用,上市,股票,運動休閒,2121,True,True
6768,6768.TW,志強-KY,上市,股票,運動休閒,1302,True,True
6890,6890.TW,來億-KY,上市,股票,運動休閒,534,True,True
6965,6965.TW,中傑-KY,上市,股票,運動休閒,360,True,True
8462,8462.TW,柏文,上市,股票,運動休閒,2924,True,True
8467,8467.TW,波力-KY,上市,股票,運動休閒,2604,True,True
8478,8478.TW,東哥遊艇,上市,股票,運動休閒,2660,True,True
9802,9802.TW,鈺齊-KY,上市,股票,運動休閒,3381,True,True
9904,9904.TW,寶成,上市,股票,運動休閒,3579,True,True
9910,9910.TW,豐泰,上市,股票,運動休閒,3575,True,True
9914,9914.TW,美利達,上市,股票,運動休閒,3579,True,True
9921,9921.TW,巨大,上市,股票,運動休閒,3579,True,True
2801,2801.TW,彰銀,上市,股票,金融保險,3579,True,True
2812,2812.TW,台中銀,上市,股票,金融保險,3579,True,True
2816,2816.TW,旺旺保,上市,股票,金融保險,3579,True,True
2820,2820.TW,華票,上市,股票,金融保險,3579,True,True
2832,2832.TW,台產,上市,股票,金融保險,3579,True,True
2834,2834.TW,臺企銀,上市,股票,金融保險,3579,True,True
2836,2836.TW,高雄銀,上市,股票,金融保險,3579,True,True
2838,2838.TW,聯邦銀,上市,股票,金融保險,3579,True,True
2845,2845.TW,遠東銀,上市,股票,金融保險,3579,True,True
2849,2849.TW,安泰銀,上市,股票,金融保險,3579,True,True
2850,2850.TW,新產,上市,股票,金融保險,3579,True,True
2851,2851.TW,中再保,上市,股票,金融保險,3579,True,True
2852,2852.TW,第一保,上市,股票,金融保險,3579,True,True
2855,2855.TW,統一證,上市,股票,金融保險,3579,True,True
2867,2867.TW,三商壽,上市,股票,金融保險,3393,True,True
2880,2880.TW,華南金,上市,股票,金融保險,3575,True,True
2881,2881.TW,富邦金,上市,股票,金融保險,3575,True,True
2882,2882.TW,國泰金,上市,股票,金融保險,3575,True,True
2883,2883.TW,凱基金,上市,股票,金融保險,3579,True,True
2884,2884.TW,玉山金,上市,股票,金融保險,3575,True,True
2885,2885.TW,元大金,上市,股票,金融保險,3575,True,True
2886,2886.TW,兆豐金,上市,股票,金融保險,3575,True,True
2887,2887.TW,台新新光金,上市,股票,金融保險,3579,True,True
2889,2889.TW,國票金,上市,股票,金融保險,3579,True,True
2890,2890.TW,永豐金,上市,股票,金融保險,3579,True,True
2891,2891.TW,中信金,上市,股票,金融保險,3575,True,True
2892,2892.TW,第一金,上市,股票,金融保險,3575,True,True
2897,2897.TW,王道銀行,上市,股票,金融保險,3579,True,True
5876,5876.TW,上海商銀,上市,股票,金融保險,2908,True,True
5880,5880.TW,合庫金,上市,股票,金融保險,3575,True,True
6005,6005.TW,群益證,上市,股票,金融保險,3579,True,True
6024,6024.TW,群益期,上市,股票,金融保險,3579,True,True
2002,2002.TW,中鋼,上市,股票,鋼鐵工業,3575,True,True
2006,2006.TW,東和鋼鐵,上市,股票,鋼鐵工業,3579,True,True
2007,2007.TW,燁興,上市,股票,鋼鐵工業,3579,True,True
2008,2008.TW,高興昌,上市,股票,鋼鐵工業,3579,True,True
2009,2009.TW,第一銅,上市,股票,鋼鐵工業,3579,True,True
2010,2010.TW,春源,上市,股票,鋼鐵工業,3579,True,True
2012,2012.TW,春雨,上市,股票,鋼鐵工業,3579,True,True
2013,2013.TW,中鋼構,上市,股票,鋼鐵工業,3579,True,True
2014,2014.TW,中鴻,上市,股票,鋼鐵工業,3575,True,True
2015,2015.TW,豐興,上市,股票,鋼鐵工業,3579,True,True
2017,2017.TW,官田鋼,上市,股票,鋼鐵工業,3579,True,True
2020,2020.TW,美亞,上市,股票,鋼鐵工業,3579,True,True
2022,2022.TW,聚亨,上市,股票,鋼鐵工業,3579,True,True
2023,2023.TW,燁輝,上市,股票,鋼鐵工業,3579,True,True
2024,2024.TW,志聯,上市,股票,鋼鐵工業,3579,True,True
2025,2025.TW,千興,上市,股票,鋼鐵工業,3579,True,True
2027,2027.TW,大成鋼,上市,股票,鋼鐵工業,3575,True,True
2028,2028.TW,威致,上市,股票,鋼鐵工業,3579,True,True
2029,2029.TW,盛餘,上市,股票,鋼鐵工業,3579,True,True
2030,2030.TW,彰源,上市,股票,鋼鐵工業,3579,True,True
2031,2031.TW,新光鋼,上市,股票,鋼鐵工業,3575,True,True
2032,2032.TW,新鋼,上市,股票,鋼鐵工業,3579,True,True
2033,2033.TW,佳大,上市,股票,鋼鐵工業,3579,True,True
2034,2034.TW,允強,上市,股票,鋼鐵工業,3579,True,True
2038,2038.TW,海光,上市,股票,鋼鐵工業,3579,True,True
2069,2069.TW,運錩,上市,股票,鋼鐵工業,2816,True,True
2211,2211.TW,長榮鋼,上市,股票,鋼鐵工業,1606,True,True
3004,3004.TW,豐達科,上市,股票,鋼鐵工業,3579,True,True
5007,5007.TW,三星,上市,股票,鋼鐵工業,3579,True,True
5538,5538.TW,東明-KY,上市,股票,鋼鐵工業,3095,True,True
9958,9958.TW,世紀鋼,上市,股票,鋼鐵工業,3579,True,True
1603,1603.TW,華電,上市,股票,電器電纜,3579,True,True
1604,1604.TW,聲寶,上市,股票,電器電纜,3579,True,True
1605,1605.TW,華新,上市,股票,電器電纜,3579,True,True
1608,1608.TW,華榮,上市,股票,電器電纜,3579,True,True
1609,1609.TW,大亞,上市,股票,電器電纜,3575,True,True
1611,1611.TW,中電,上市,股票,電器電纜,3579,True,True
1612,1612.TW,宏泰,上市,股票,電器電纜,3579,True,True
1614,1614.TW,三洋電,上市,股票,電器電纜,3579,True,True
1615,1615.TW,大山,上市,股票,電器電纜,3579,True,True
1616,1616.TW,億泰,上市,股票,電器電纜,3579,True,True
1617,1617.TW,榮星,上市,股票,電器電纜,3579,True,True
1618,1618.TW,合機,上市,股票,電器電纜,3579,True,True
1623,1623.TW,大東電,上市,股票,電器電纜,548,True,True
1626,1626.TW,艾美特-KY,上市,股票,電器電纜,3389,True,True
4930,4930.TW,燦星網,上市,股票,電器電纜,3579,True,True
5283,5283.TW,禾聯碩,上市,股票,電器電纜,3386,True,True
2347,2347.TW,聯強,上市,股票,電子通路業,3579,True,True
2414,2414.TW,精技,上市,股票,電子通路業,3579,True,True
2430,2430.TW,燦坤,上市,股票,電子通路業,3579,True,True
3010,3010.TW,華立,上市,股票,電子通路業,3579,True,True
3028,3028.TW,增你強,上市,股票,電子通路業,3579,True,True
3033,3033.TW,威健,上市,股票,電子通路業,3579,True,True
3036,3036.TW,文曄,上市,股票,電子通路業,3579,True,True
3048,3048.TW,益登,上市,股票,電子通路業,3579,True,True
3055,3055.TW,蔚華科,上市,股票,電子通路業,3579,True,True
3209,3209.TW,全科,上市,股票,電子通路業,3579,True,True
3312,3312.TW,弘憶股,上市,股票,電子通路業,3579,True,True
3528,3528.TW,安馳,上市,股票,電子通路業,3579,True,True
3702,3702.TW,大聯大,上市,股票,電子通路業,3579,True,True
5434,5434.TW,崇越,上市,股票,電子通路業,3579,True,True
6189,6189.TW,豐藝,上市,股票,電子通路業,3579,True,True
6281,6281.TW,全國電,上市,股票,電子通路業,3579,True,True
6776,6776.TW,展碁國際,上市,股票,電子通路業,1554,True,True
6908,6908.TW,宏碁遊戲-創,上市,股票,電子通路業,955,True,True
8070,8070.TW,長華*,上市,股票,電子通路業,3579,True,True
8072,8072.TW,陞泰,上市,股票,電子通路業,3579,True,True
8112,8112.TW,至上,上市,股票,電子通路業,3579,True,True
1471,1471.TW,首利,上市,股票,電子零組件,3579,True,True
1582,1582.TW,信錦,上市,股票,電子零組件,3579,True,True
2059,2059.TW,川湖,上市,股票,電子零組件,3579,True,True
2308,2308.TW,台達電,上市,股票,電子零組件,3575,True,True
2313,2313.TW,華通,上市,股票,電子零組件,3575,True,True
2316,2316.TW,楠梓電,上市,股票,電子零組件,3579,True,True
2327,2327.TW,國巨*,上市,股票,電子零組件,3579,True,True
2328,2328.TW,廣宇,上市,股票,電子零組件,3579,True,True
2355,2355.TW,敬鵬,上市,股票,電子零組件,3579,True,True
2367,2367.TW,燿華,上市,股票,電子零組件,3579,True,True
2368,2368.TW,金像電,上市,股票,電子零組件,3575,True,True
2375,2375.TW,凱美,上市,股票,電子零組件,3579,True,True
2383,2383.TW,台光電,上市,股票,電子零組件,3575,True,True
2385,2385.TW,群光,上市,股票,電子零組件,3579,True,True
2392,2392.TW,正崴,上市,股票,電子零組件,3579,True,True
2402,2402.TW,毅嘉,上市,股票,電子零組件,3579,True,True
2413,2413.TW,環科,上市,股票,電子零組件,3579,True,True
2415,2415.TW,錩新,上市,股票,電子零組件,3579,True,True
2420,2420.TW,新巨,上市,股票,電子零組件,3579,True,True
2421,2421.TW,建準,上市,股票,電子零組件,3575,True,True
2428,2428.TW,興勤,上市,股票,電子零組件,3579,True,True
2431,2431.TW,聯昌,上市,股票,電子零組件,3579,True,True
2440,2440.TW,太空梭,上市,股票,電子零組件,3579,True,True
2457,2457.TW,飛宏,上市,股票,電子零組件,3579,True,True
2460,2460.TW,建通,上市,股票,電子零組件,3579,True,True
2462,2462.TW,良得電,上市,股票,電子零組件,3579,True,True
2467,2467.TW,志聖,上市,股票,電子零組件,3579,True,True
2472,2472.TW,立隆電,上市,股票,電子零組件,3579,True,True
2476,2476.TW,鉅祥,上市,股票,電子零組件,3579,True,True
2478,2478.TW,大毅,上市,股票,電子零組件,3579,True,True
2483,2483.TW,百容,上市,股票,電子零組件,3579,True,True
2484,2484.TW,希華,上市,股票,電子零組件,3579,True,True
2492,2492.TW,華新科,上市,股票,電子零組件,3579,True,True
2493,2493.TW,揚博,上市,股票,電子零組件,3579,True,True
3003,3003.TW,健和興,上市,股票,電子零組件,3579,True,True
3011,3011.TW,今皓,上市,股票,電子零組件,3579,True,True
3015,3015.TW,全漢,上市,股票,電子零組件,3579,True,True
3021,3021.TW,鴻名,上市,股票,電子零組件,3579,True,True
3023,3023.TW,信邦,上市,股票,電子零組件,3579,True,True
3026,3026.TW,禾伸堂,上市,股票,電子零組件,3579,True,True
3032,3032.TW,偉訓,上市,股票,電子零組件,3579,True,True
3037,3037.TW,欣興,上市,股票,電子零組件,3575,True,True
3042,3042.TW,晶技,上市,股票,電子零組件,3579,True,True
3044,3044.TW,健鼎,上市,股票,電子零組件,3579,True,True
3058,3058.TW,立德,上市,股票,電子零組件,3579,True,True
3090,3090.TW,日電貿,上市,股票,電子零組件,3579,True,True
3092,3092.TW,鴻碩,上市,股票,電子零組件,3579,True,True
3229,3229.TW,晟鈦,上市,股票,電子零組件,3579,True,True
3296,3296.TW,勝德,上市,股票,電子零組件,3579,True,True
3308,3308.TW,聯德,上市,股票,電子零組件,3579,True,True
3321,3321.TW,同泰,上市,股票,電子零組件,3579,True,True
3338,3338.TW,泰碩,上市,股票,電子零組件,3579,True,True
3376,3376.TW,新日興,上市,股票,電子零組件,3579,True,True
3432,3432.TW,台端,上市,股票,電子零組件,3579,True,True
3501,3501.TW,維熹,上市,股票,電子零組件,3579,True,True
3533,3533.TW,嘉澤,上市,股票,電子零組件,3579,True,True
3550,3550.TW,聯穎,上市,股票,電子零組件,3579,True,True
3593,3593.TW,力銘,上市,股票,電子零組件,3579,True,True
3605,3605.TW,宏致,上市,股票,電子零組件,3579,True,True
3607,3607.TW,谷崧,上市,股票,電子零組件,3579,True,True
3645,3645.TW,達邁,上市,股票,電子零組件,3579,True,True
3653,3653.TW,健策,上市,股票,電子零組件,3575,True,True
3679,3679.TW,新至陞,上市,股票,電子零組件,3579,True,True
3715,3715.TW,定穎投控,上市,股票,電子零組件,964,True,True
4545,4545.TW,銘鈺,上市,股票,電子零組件,3263,True,True
4912,4912.TW,聯德控股-KY,上市,股票,電子零組件,3579,True,True
4915,4915.TW,致伸,上市,股票,電子零組件,3393,True,True
4927,4927.TW,泰鼎-KY,上市,股票,電子零組件,3579,True,True
4943,4943.TW,康控-KY,上市,股票,電子零組件,3439,True,True
4958,4958.TW,臻鼎-KY,上市,股票,電子零組件,3575,True,True
4989,4989.TW,榮科,上市,股票,電子零組件,3286,True,True
4999,4999.TW,鑫禾,上市,股票,電子零組件,3393,True,True
5469,5469.TW,瀚宇博,上市,股票,電子零組件,3579,True,True
6108,6108.TW,競國,上市,股票,電子零組件,3579,True,True
6115,6115.TW,鎰勝,上市,股票,電子零組件,3579,True,True
6133,6133.TW,金橋,上市,股票,電子零組件,3579,True,True
6141,6141.TW,柏承,上市,股票,電子零組件,3579,True,True
6153,6153.TW,嘉聯益,上市,股票,電子零組件,3579,True,True
6155,6155.TW,鈞寶,上市,股票,電子零組件,3579,True,True
6191,6191.TW,精成科,上市,股票,電子零組件,3579,True,True
6197,6197.TW,佳必琪,上市,股票,電子零組件,3579,True,True
6205,6205.TW,詮欣,上市,股票,電子零組件,3579,True,True
6213,6213.TW,聯茂,上市,股票,電子零組件,3579,True,True
6224,6224.TW,聚鼎,上市,股票,電子零組件,3579,True,True
6269,6269.TW,台郡,上市,股票,電子零組件,3579,True,True
6272,6272.TW,驊陞,上市,股票,電子零組件,3579,True,True
6282,6282.TW,康舒,上市,股票,電子零組件,3579,True,True
6412,6412.TW,群電,上市,股票,電子零組件,3290,True,True
6449,6449.TW,鈺邦,上市,股票,電子零組件,3053,True,True
6672,6672.TW,騰輝電子-KY,上市,股票,電子零組件,2089,True,True
6715,6715.TW,嘉基,上市,股票,電子零組件,1884,True,True
6781,6781.TW,AES-KY,上市,股票,電子零組件,1319,True,True
6805,6805.TW,富世達,上市,股票,電子零組件,1400,True,True
6834,6834.TW,天二科技,上市,股票,電子零組件,1212,True,True
6835,6835.TW,圓裕,上市,股票,電子零組件,1227,True,True
6862,6862.TW,三集瑞-KY,上市,股票,電子零組件,447,True,True
6924,6924.TW,榮惠-KY創,上市,股票,電子零組件,379,True,True
7788,7788.TW,松川精密,上市,股票,電子零組件,440,True,True
7795,7795.TW,長廣,上市,股票,電子零組件,379,True,True
8039,8039.TW,台虹,上市,股票,電子零組件,3579,True,True
8046,8046.TW,南電,上市,股票,電子零組件,3575,True,True
8103,8103.TW,瀚荃,上市,股票,電子零組件,3579,True,True
8213,8213.TW,志超,上市,股票,電子零組件,3579,True,True
8249,8249.TW,菱光,上市,股票,電子零組件,3579,True,True
1503,1503.TW,士電,上市,股票,電機機械,3575,True,True
1504,1504.TW,東元,上市,股票,電機機械,3579,True,True
1506,1506.TW,正道,上市,股票,電機機械,3579,True,True
1513,1513.TW,中興電,上市,股票,電機機械,3575,True,True
1514,1514.TW,亞力,上市,股票,電機機械,3579,True,True
1515,1515.TW,力山,上市,股票,電機機械,3579,True,True
1517,1517.TW,利奇,上市,股票,電機機械,3579,True,True
1519,1519.TW,華城,上市,股票,電機機械,3575,True,True
1526,1526.TW,日馳,上市,股票,電機機械,3579,True,True
1527,1527.TW,鑽全,上市,股票,電機機械,3579,True,True
1528,1528.TW,恩德,上市,股票,電機機械,3579,True,True
1529,1529.TW,樂事綠能,上市,股票,電機機械,3579,True,True
1530,1530.TW,亞崴,上市,股票,電機機械,3579,True,True
1531,1531.TW,高林股,上市,股票,電機機械,3579,True,True
1532,1532.TW,勤美,上市,股票,電機機械,3579,True,True
1535,1535.TW,中宇,上市,股票,電機機械,3579,True,True
1537,1537.TW,廣隆,上市,股票,電機機械,3579,True,True
1538,1538.TW,正峰,上市,股票,電機機械,3579,True,True
1539,1539.TW,巨庭,上市,股票,電機機械,3579,True,True
1540,1540.TW,喬福,上市,股票,電機機械,3579,True,True
1541,1541.TW,錩泰,上市,股票,電機機械,3579,True,True
1558,1558.TW,伸興,上市,股票,電機機械,3579,True,True
1560,1560.TW,中砂,上市,股票,電機機械,3575,True,True
1583,1583.TW,程泰,上市,股票,電機機械,3579,True,True
1589,1589.TW,永冠-KY,上市,股票,電機機械,3504,True,True
1590,1590.TW,亞德客-KY,上市,股票,電機機械,3579,True,True
1597,1597.TW,直得,上市,股票,電機機械,3468,True,True
2049,2049.TW,上銀,上市,股票,電機機械,3579,True,True
2371,2371.TW,大同,上市,股票,電機機械,3579,True,True
3167,3167.TW,大量,上市,股票,電機機械,3579,True,True
4526,4526.TW,東台,上市,股票,電機機械,3579,True,True
4532,4532.TW,瑞智,上市,股票,電機機械,3579,True,True
4540,4540.TW,全球傳動,上市,股票,電機機械,2869,True,True
4552,4552.TW,力達-KY,上市,股票,電機機械,2457,True,True
4555,4555.TW,氣立,上市,股票,電機機械,2911,True,True
4560,4560.TW,強信-KY,上市,股票,電機機械,2359,True,True
4562,4562.TW,穎漢,上市,股票,電機機械,2615,True,True
4564,4564.TW,元翎,上市,股票,電機機械,2324,True,True
4566,4566.TW,時碩工業,上市,股票,電機機械,2313,True,True
4571,4571.TW,鈞興-KY,上市,股票,電機機械,1686,True,True
4572,4572.TW,駐龍,上市,股票,電機機械,1986,True,True
4576,4576.TW,大銀微系統,上市,股票,電機機械,1900,True,True
4583,4583.TW,台灣精銳,上市,股票,電機機械,1391,True,True
4590,4590.TW,富田-創,上市,股票,電機機械,437,True,True
5288,5288.TW,豐祥-KY,上市,股票,電機機械,2907,True,True
6606,6606.TW,建德工業,上市,股票,電機機械,3579,True,True
7750,7750.TW,新代,上市,股票,電機機械,534,True,True
8222,8222.TW,寶一,上市,股票,電機機械,3146,True,True
8374,8374.TW,羅昇,上市,股票,電機機械,3579,True,True
8996,8996.TW,高力,上市,股票,電機機械,3579,True,True
2301,2301.TW,光寶科,上市,股票,電腦及週邊設備,3579,True,True
2305,2305.TW,全友,上市,股票,電腦及週邊設備,3579,True,True
2324,2324.TW,仁寶,上市,股票,電腦及週邊設備,3575,True,True
2331,2331.TW,精英,上市,股票,電腦及週邊設備,3579,True,True
2352,2352.TW,佳世達,上市,股票,電腦及週邊設備,3579,True,True
2353,2353.TW,宏碁,上市,股票,電腦及週邊設備,3579,True,True
2356,2356.TW,英業達,上市,股票,電腦及週邊設備,3575,True,True
2357,2357.TW,華碩,上市,股票,電腦及週邊設備,3579,True,True
2362,2362.TW,藍天,上市,股票,電腦及週邊設備,3579,True,True
2364,2364.TW,倫飛,上市,股票,電腦及週邊設備,3579,True,True
2365,2365.TW,昆盈,上市,股票,電腦及週邊設備,3579,True,True
2376,2376.TW,技嘉,上市,股票,電腦及週邊設備,3575,True,True
2377,2377.TW,微星,上市,股票,電腦及週邊設備,3579,True,True
2380,2380.TW,虹光,上市,股票,電腦及週邊設備,3579,True,True
2382,2382.TW,廣達,上市,股票,電腦及週邊設備,3575,True,True
2387,2387.TW,精元,上市,股票,電腦及週邊設備,3579,True,True
2395,2395.TW,研華,上市,股票,電腦及週邊設備,3579,True,True
2397,2397.TW,友通,上市,股票,電腦及週邊設備,3579,True,True
2399,2399.TW,映泰,上市,股票,電腦及週邊設備,3579,True,True
2405,2405.TW,輔信,上市,股票,電腦及週邊設備,3579,True,True
2417,2417.TW,圓剛,上市,股票,電腦及週邊設備,3579,True,True
2425,2425.TW,承啟,上市,股票,電腦及週邊設備,3579,True,True
2432,2432.TW,倚天酷碁-創,上市,股票,電腦及週邊設備,786,True,True
2465,2465.TW,麗臺,上市,股票,電腦及週邊設備,3579,True,True
2495,2495.TW,普安,上市,股票,電腦及週邊設備,3579,True,True
3002,3002.TW,歐格,上市,股票,電腦及週邊設備,3579,True,True
3005,3005.TW,神基,上市,股票,電腦及週邊設備,3579,True,True
3013,3013.TW,晟銘電,上市,股票,電腦及週邊設備,3579,True,True
3017,3017.TW,奇鋐,上市,股票,電腦及週邊設備,3575,True,True
3022,3022.TW,威強電,上市,股票,電腦及週邊設備,3579,True,True
3046,3046.TW,建碁,上市,股票,電腦及週邊設備,3579,True,True
3057,3057.TW,喬鼎,上市,股票,電腦及週邊設備,3579,True,True
3060,3060.TW,銘異,上市,股票,電腦及週邊設備,3579,True,True
3231,3231.TW,緯創,上市,股票,電腦及週邊設備,3575,True,True
3416,3416.TW,融程電,上市,股票,電腦及週邊設備,3579,True,True
3494,3494.TW,誠研,上市,股票,電腦及週邊設備,3579,True,True
3515,3515.TW,華擎,上市,股票,電腦及週邊設備,3579,True,True
3652,3652.TW,精聯,上市,股票,電腦及週邊設備,3579,True,True
3701,3701.TW,大眾控,上市,股票,電腦及週邊設備,3579,True,True
3706,3706.TW,神達,上市,股票,電腦及週邊設備,3579,True,True
3712,3712.TW,永崴投控,上市,股票,電腦及週邊設備,1913,True,True
4916,4916.TW,事欣科,上市,股票,電腦及週邊設備,3393,True,True
4938,4938.TW,和碩,上市,股票,電腦及週邊設備,3575,True,True
5215,5215.TW,科嘉-KY,上市,股票,電腦及週邊設備,3579,True,True
5258,5258.TW,虹堡,上市,股票,電腦及週邊設備,3468,True,True
6117,6117.TW,迎廣,上市,股票,電腦及週邊設備,3579,True,True
6128,6128.TW,上福,上市,股票,電腦及週邊設備,3579,True,True
6166,6166.TW,凌華,上市,股票,電腦及週邊設備,3579,True,True
6206,6206.TW,飛捷,上市,股票,電腦及週邊設備,3579,True,True
6230,6230.TW,尼得科超眾,上市,股票,電腦及週邊設備,3579,True,True
6235,6235.TW,華孚,上市,股票,電腦及週邊設備,3579,True,True
6277,6277.TW,宏正,上市,股票,電腦及週邊設備,3579,True,True
6414,6414.TW,樺漢,上市,股票,電腦及週邊設備,3286,True,True
6579,6579.TW,研揚,上市,股票,電腦及週邊設備,2485,True,True
6591,6591.TW,動力-KY,上市,股票,電腦及週邊設備,2367,True,True
6669,6669.TW,緯穎,上市,股票,電腦及週邊設備,2133,True,True
6831,6831.TW,邁科,上市,股票,電腦及週邊設備,1226,True,True
6928,6928.TW,攸泰科技,上市,股票,電腦及週邊設備,802,True,True
6933,6933.TW,AMAX-KY,上市,股票,電腦及週邊設備,678,True,True
7711,7711.TW,永擎,上市,股票,電腦及週邊設備,183,True,False
8114,8114.TW,振樺電,上市,股票,電腦及週邊設備,3579,True,True
8163,8163.TW,達方,上市,股票,電腦及週邊設備,3579,True,True
8210,8210.TW,勤誠,上市,股票,電腦及週邊設備,3579,True,True
9912,9912.TW,偉聯,上市,股票,電腦及週邊設備,3579,True,True
1201,1201.TW,味全,上市,股票,食品工業,3579,True,True
1203,1203.TW,味王,上市,股票,食品工業,3579,True,True
1210,1210.TW,大成,上市,股票,食品工業,3579,True,True
1213,1213.TW,大飲,上市,股票,食品工業,3579,True,True
1215,1215.TW,卜蜂,上市,股票,食品工業,3579,True,True
1216,1216.TW,統一,上市,股票,食品工業,3575,True,True
1217,1217.TW,愛之味,上市,股票,食品工業,3579,True,True
1218,1218.TW,泰山,上市,股票,食品工業,3579,True,True
1219,1219.TW,福壽,上市,股票,食品工業,3579,True,True
1220,1220.TW,台榮,上市,股票,食品工業,3579,True,True
1225,1225.TW,福懋油,上市,股票,食品工業,3579,True,True
1227,1227.TW,佳格,上市,股票,食品工業,3579,True,True
1229,1229.TW,聯華,上市,股票,食品工業,3579,True,True
1231,1231.TW,聯華食,上市,股票,食品工業,3575,True,True
1232,1232.TW,大統益,上市,股票,食品工業,3579,True,True
1233,1233.TW,天仁,上市,股票,食品工業,3579,True,True
1234,1234.TW,黑松,上市,股票,食品工業,3579,True,True
1235,1235.TW,興泰,上市,股票,食品工業,3579,True,True
1236,1236.TW,宏亞,上市,股票,食品工業,3579,True,True
1256,1256.TW,鮮活果汁-KY,上市,股票,食品工業,3413,True,True
1702,1702.TW,南僑,上市,股票,食品工業,3579,True,True
1737,1737.TW,臺鹽,上市,股票,食品工業,3579,True,True
3054,3054.TW,立萬利,上市,股票,食品工業,3579,True,True
7780,7780.TW,大研生醫*,上市,股票,食品工業,446,True,True
7791,7791.TW,皇家可口,上市,股票,食品工業,196,True,False
3066,3066.TWO,李洲,上櫃,股票,光電業,3579,True,True
3128,3128.TWO,昇銳,上櫃,股票,光電業,3579,True,True
3230,3230.TWO,錦明,上櫃,股票,光電業,3579,True,True
3297,3297.TWO,杭特,上櫃,股票,光電業,3579,True,True
3339,3339.TWO,泰谷,上櫃,股票,光電業,3579,True,True
3362,3362.TWO,先進光,上櫃,股票,光電業,3579,True,True
3434,3434.TWO,哲固,上櫃,股票,光電業,3579,True,True
3441,3441.TWO,聯一光電,上櫃,股票,光電業,3579,True,True
3455,3455.TWO,由田,上櫃,股票,光電業,3579,True,True
3490,3490.TWO,單井,上櫃,股票,光電業,3579,True,True
3516,3516.TWO,亞帝歐,上櫃,股票,光電業,3579,True,True
3523,3523.TWO,迎輝,上櫃,股票,光電業,3579,True,True
3531,3531.TWO,先益,上櫃,股票,光電業,3579,True,True
3615,3615.TWO,安可,上櫃,股票,光電業,3579,True,True
3623,3623.TWO,富晶通,上櫃,股票,光電業,3579,True,True
3630,3630.TWO,新鉅科,上櫃,股票,光電業,3579,True,True
3666,3666.TWO,光耀,上櫃,股票,光電業,3468,True,True
3691,3691.TWO,碩禾,上櫃,股票,光電業,3579,True,True
4729,4729.TWO,熒茂,上櫃,股票,光電業,3579,True,True
4933,4933.TWO,友輝,上櫃,股票,光電業,3579,True,True
4972,4972.TWO,湯石照明,上櫃,股票,光電業,3468,True,True
4995,4995.TWO,晶達,上櫃,股票,光電業,3498,True,True
5220,5220.TWO,萬達光電,上櫃,股票,光電業,2900,True,True
5230,5230.TWO,雷笛克光學,上櫃,股票,光電業,3479,True,True
5245,5245.TWO,智晶,上櫃,股票,光電業,3452,True,True
5251,5251.TWO,天鉞電,上櫃,股票,光電業,3468,True,True
5315,5315.TWO,光聯,上櫃,股票,光電業,3579,True,True
5371,5371.TWO,中光電,上櫃,股票,光電業,3579,True,True
